DB Class Key,Common Organism Name,NCBI Taxon ID,Symbol,EntrezGene ID,Mouse MGI ID,HGNC ID,OMIM Gene ID,Genetic Location,"Genomic Coordinates (mouse: , human: )",Nucleotide RefSeq IDs,Protein RefSeq IDs,SWISS_PROT IDs
41952702,human,9606,PRAMEF27,101929983,,HGNC:51234,,Chr1,Chr1:13049808-13053659(-),"NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891,NM_001300891","NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820,NP_001287820","A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7,A3QJZ7"
41952702,human,9606,PRAMEF33,645382,,HGNC:49193,,Chr1 p36.21,Chr1:13303539-13308907(+),"NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381,NM_001291381","NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310,NP_001278310","A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5"
41952702,human,9606,PRAMEF4,400735,,HGNC:31971,,Chr1 p36.21,Chr1:12879212-12886201(-),"NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611,NM_001009611","NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611,NP_001009611","O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810,O60810"
41952702,human,9606,PRAMEF5,343068,,HGNC:27995,,Chr1 p36.21,Chr1:13254198-13263435(+),"NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407,NM_001013407","NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425,NP_001013425","Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0"
41952702,human,9606,PRAMEF6,440561,,HGNC:30583,,Chr1 p36.21,Chr1:12938472-12947580(-),"NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889,NM_001010889","NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889,NP_001010889","Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4"
41952702,human,9606,PRAMEF7,441871,,HGNC:28415,,Chr1 p36.21,Chr1:12916647-12920480(+),"NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277,NM_001012277","NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277,NP_001012277","Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5"
41952702,human,9606,PRAMEF8,391002,,HGNC:24074,,Chr1 p36.21,Chr1:13281223-13285137(-),"NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276,NM_001012276","XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276,XP_016856758,NP_001012276","Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4"
41952702,human,9606,PRAMEF9,343070,,HGNC:27996,,Chr1 p36.21,Chr1:13175281-13179132(+),"NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890","NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890","P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2"
41952703,"mouse, laboratory",10090,Pramel16,329984,MGI:3649968,,,Chr4 77.98 cM,Chr4:143675150-143677586(-),"NM_001406699,NM_001406700,NM_001126315","NP_001393628,NP_001119787,NP_001393629",
41952703,human,9606,PRAMEF1,65121,,HGNC:28840,,Chr1 p36.21,Chr1:12791397-12796628(+),"NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013","NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389","O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521"
41952703,human,9606,PRAMEF10,343071,,HGNC:27997,,Chr1 p36.21,Chr1:12892896-12898270(-),"NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361","NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450","O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809"
41952703,human,9606,PRAMEF11,440560,,HGNC:14086,,Chr1 p36.21,Chr1:12824380-12831410(-),"NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344","XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816","O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813"
41952703,human,9606,PRAMEF12,390999,,HGNC:22125,,Chr1 p36.21,Chr1:12774848-12777906(+),"NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830","NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299","O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522"
41952703,human,9606,PRAMEF13,400736,,HGNC:13262,,Chr1 p36.21,Chr1:13196188-13201409(-),"NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380","NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760",
41952703,human,9606,PRAMEF15,653619,,HGNC:26764,,Chr1 p36.21,Chr1:13315581-13322595(+),"NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376","NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846","P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1"
