Gene ID,Entrez ID,chromosome,start,end,width,strand,transcript_id,bioType,Aliases,p_id,Description
TMCO1,54499,chr1,165693528,165738159,5050,-,NR_045818,protein_coding,HP10122|PCIA3|PNAS-136|RP11-466F5.7|TMCC4,.,transmembrane and coiled-coil domains 1
TMCO2,127391,chr1,40713573,40717365,741,+,NM_001008740,protein_coding,MGC131705|dJ39G22.2,P6514,transmembrane and coiled-coil domains 2
TMCO3,55002,chr13,114145308,114204544,3086,+,NM_017905,protein_coding,C13orf11|FLJ20623,P30235,transmembrane and coiled-coil domains 3
TMCO4,255104,chr1,20008706,20126410,2974,-,NM_181719,protein_coding,DKFZp686C23231|RP5-1056L3.6,P19835,transmembrane and coiled-coil domains 4
TMCO5A,145942,chr15,38226808,38243623,1245,+,NM_152453,protein_coding,FLJ35807|MGC35118|TMCO5,P14465,transmembrane and coiled-coil domains 5A
TMCO5B,100652857,chr15,33528677,33539756,857,-,NR_046005,misc_RNA,.,.,transmembrane and coiled-coil domains 5B (pseudogene)
TMCO6,55374,chr5,140019012,140024993,2024,+,NM_001300982,protein_coding,FLJ39769,P9850,transmembrane and coiled-coil domains 6
TMED1,11018,chr19,10942743,10946983,1866,-,NR_104015,protein_coding,IL1RL1LG|Il1rl1l|MGC1270|ST2L,.,transmembrane p24 trafficking protein 1
TMED10,10972,chr14,75598171,75643349,4144,-,NM_006827,protein_coding,P24(DELTA)|S31I125|S31III125|TMP21|Tmp-21-I,P3468,transmembrane p24 trafficking protein 10
TMED10P1,.,chr8,146220251,146224283,4033,+,NR_002807,misc_RNA,TMED10P|Tmp21-II,.,.
TMED11P,100379220,chr4,1108985,1116952,533,-,NR_033768,misc_RNA,.,.,"transmembrane p24 trafficking protein 11, pseudogene"
TMED2,10959,chr12,124069076,124082688,2126,+,NM_006815,protein_coding,FLJ21323|P24A|RNP24,P6714,transmembrane p24 trafficking protein 2
TMED3,23423,chr15,79603404,79677061,3342,+,NM_001301203,protein_coding,C15orf22|MGC133022|P24B,P24141,transmembrane p24 trafficking protein 3
TMED4,222068,chr7,44617494,44621894,3948,-,NM_001303062,protein_coding,ERS25|HNLF,P30516,transmembrane p24 trafficking protein 4
TMED5,50999,chr1,93615299,93646246,6185,-,NM_001167830,protein_coding,CGI-100|DKFZp781B2248,P17195,transmembrane p24 trafficking protein 5
TMED6,146456,chr16,69377149,69385712,940,-,NM_144676,protein_coding,MGC23911|PRO34237|SPLL9146,P32506,transmembrane p24 trafficking protein 6
TMED7,51014,chr5,114948905,114952142,3238,-,NM_181836,protein_coding,FLJ57776|FLJ90481,P3240,transmembrane p24 trafficking protein 7
TMED7-TICAM2,100302736,chr5,114914193,114961876,3655,-,NM_001164468,protein_coding,.,P7141,TMED7-TICAM2 readthrough
TMED8,283578,chr14,77808114,77843396,978,-,NM_213601,protein_coding,FAM15B|MGC126559,P26566,transmembrane p24 trafficking protein family member 8
TMED9,54732,chr5,177019213,177023099,1393,+,NM_017510,protein_coding,HSGP25L2G,P7804,transmembrane p24 trafficking protein 9
TMEFF1,8577,chr9,103235520,103339918,2486,+,NM_003692,protein_coding,C9orf2|CT120.1|H7365,P17667,transmembrane protein with EGF like and two follistatin like domains 1
TMEFF2,23671,chr2,192813772,193059659,5751,-,NM_016192,protein_coding,CT120.2|HPP1|TENB2|TPEF|TR,P17276,transmembrane protein with EGF like and two follistatin like domains 2
TMEM100,55273,chr17,53796988,53809482,2253,-,NM_001099640,protein_coding,FLJ10970|FLJ37856,P23340,transmembrane protein 100
TMEM101,84336,chr17,42088556,42100519,2086,-,NM_001304814,protein_coding,FLJ23987|MGC4251,P870,transmembrane protein 101
TMEM102,284114,chr17,7338762,7340998,1973,+,NM_178518,protein_coding,CBAP|FLJ36878,P25466,transmembrane protein 102
TMEM104,54868,chr17,72772622,72835922,4749,+,NM_017728,protein_coding,FLJ00021|FLJ20255,P9152,transmembrane protein 104
TMEM105,284186,chr17,79285072,79304474,3319,-,NM_178520,protein_coding,FLJ38792,P20167,transmembrane protein 105
TMEM106A,113277,chr17,41363846,41372057,3357,+,NM_145041,protein_coding,MGC20235,P22987,transmembrane protein 106A
TMEM106B,54664,chr7,12250848,12276890,6514,+,NM_001134232,protein_coding,FLJ11273|MGC33727,P7538,transmembrane protein 106B
TMEM106C,79022,chr12,48357330,48362661,1460,+,NM_024056,protein_coding,MGC111210|MGC5576,P18165,transmembrane protein 106C
TMEM107,84314,chr17,8076297,8079714,1757,-,NM_032354,protein_coding,GRVS638|MGC10744|PRO1268,P24818,transmembrane protein 107
TMEM108,66000,chr3,132757132,133116619,4241,+,NM_001136469,protein_coding,CT124|MGC3040,P24964,transmembrane protein 108
TMEM108-AS1,101927455,chr3,132965292,132975965,2338,-,NR_110812,lncRNA,.,.,TMEM108 antisense RNA 1
TMEM109,79073,chr11,60681371,60690915,2388,+,NM_024092,protein_coding,MGC5508,P30370,transmembrane protein 109
TMEM11,8834,chr17,21101263,21117908,1688,-,NR_024547,protein_coding,C17orf35|PM1|PMI,.,transmembrane protein 11
TMEM110,375346,chr3,52870772,52931597,4736,-,NM_198563,protein_coding,DKFZp667E1121|MGC52022,P5270,transmembrane protein 110
TMEM110-MUSTN1,100526772,chr3,52867131,52874626,427,-,NM_001198974,protein_coding,.,P4526,TMEM110-MUSTN1 readthrough
TMEM114,283953,chr16,8576551,8622226,1125,-,NR_110736,protein_coding,.,.,transmembrane protein 114
TMEM115,11070,chr3,50392180,50396939,2095,-,NM_007024,protein_coding,PL6,P35204,transmembrane protein 115
TMEM116,89894,chr12,112369087,112451023,1820,-,NM_001294314,protein_coding,FLJ90167,P8648,transmembrane protein 116
TMEM117,84216,chr12,44229664,44783545,2999,+,NM_032256,protein_coding,DKFZp434K2435,P30777,transmembrane protein 117
TMEM119,338773,chr12,108983622,108991894,2701,-,NM_181724,protein_coding,.,P1785,transmembrane protein 119
TMEM120A,83862,chr7,75616155,75623992,1471,-,NM_031925,protein_coding,NET29|TMPIT,P26562,transmembrane protein 120A
TMEM120B,144404,chr12,122150658,122219974,7510,+,NM_001080825,protein_coding,.,P19192,transmembrane protein 120B
TMEM121,80757,chr14,105992953,105996539,1519,+,NM_025268,protein_coding,MGC4659|hole,P29385,transmembrane protein 121
TMEM123,114908,chr11,102267056,102323775,3590,-,NM_052932,protein_coding,KCT3|PORIMIN|PORMIN,P32102,transmembrane protein 123
TMEM125,128218,chr1,43735665,43739673,1786,+,NM_144626,protein_coding,MGC17299,P5591,transmembrane protein 125
TMEM126A,84233,chr11,85358963,85367597,818,+,NM_001244735,protein_coding,DKFZp586C1924|OPA7,P17980,transmembrane protein 126A
TMEM126B,55863,chr11,85339617,85347583,1282,+,NM_018480,protein_coding,MGC111203,P17279,transmembrane protein 126B
TMEM127,55654,chr2,96915946,96931751,4570,-,NM_001193304,protein_coding,FLJ20507|FLJ22257,P9871,transmembrane protein 127
TMEM128,85013,chr4,4237269,4249969,1902,-,NM_001297552,protein_coding,MGC110944|MGC13159,P136,transmembrane protein 128
TMEM129,92305,chr4,1717679,1723084,2837,-,NM_138385,protein_coding,D4S2561E|FLJ25600,P16042,transmembrane protein 129
TMEM130,222865,chr7,98444111,98467673,3029,-,NM_001134451,protein_coding,DKFZp761L1417|FLJ42643,P3123,transmembrane protein 130
TMEM131,23505,chr2,98372801,98612354,6642,-,NM_015348,protein_coding,CC28|KIAA0257|PRO1048|RW1|YR-23,P19968,transmembrane protein 131
TMEM132A,54972,chr11,60691913,60704631,3716,+,NM_017870,protein_coding,DKFZp547E212|FLJ20539|GBP|HSPA5BP1|MGC138669,P16064,transmembrane protein 132A
TMEM132B,114795,chr12,125811162,126146923,11089,+,NM_052907,protein_coding,KIAA1786|KIAA1906,P22678,transmembrane protein 132B
TMEM132C,92293,chr12,128751948,129192460,4947,+,NM_001136103,protein_coding,DKFZp761O2018,P26762,transmembrane protein 132C
TMEM132D,121256,chr12,129556271,130388212,5777,-,NM_133448,protein_coding,KIAA1944|MGC138770|MGC138771|MOLT,P1000,transmembrane protein 132D
TMEM132E,124842,chr17,32907768,32966337,4639,+,NM_001304438,protein_coding,.,P18673,transmembrane protein 132E
TMEM133,83935,chr11,100862811,100864666,1856,+,NM_032021,protein_coding,MGC138255,P24093,transmembrane protein 133
TMEM134,80194,chr11,67231819,67236748,953,-,NR_073412,protein_coding,FLJ21749|MGC149891,.,transmembrane protein 134
TMEM135,65084,chr11,86748886,87039876,9080,+,NR_033149,protein_coding,DKFZp686I1974|FLJ22104,.,transmembrane protein 135
TMEM136,219902,chr11,120195838,120204388,4669,+,NM_001198674,protein_coding,MGC17839,P33249,transmembrane protein 136
TMEM138,51524,chr11,61129473,61136975,1725,+,NR_028473,protein_coding,.,.,transmembrane protein 138
TMEM139,135932,chr7,142981992,142985142,2746,+,NR_104250,protein_coding,FLJ90586,.,transmembrane protein 139
TMEM140,55281,chr7,134832766,134850967,2055,+,NM_018295,protein_coding,FLJ11000,P10925,transmembrane protein 140
TMEM141,85014,chr9,139685777,139687769,858,+,NM_032928,protein_coding,MGC14141|RP11-216L13.7,P3512,transmembrane protein 141
TMEM143,55260,chr19,48835613,48867494,2560,-,NR_130317,protein_coding,FLJ10922,.,transmembrane protein 143
TMEM144,55314,chr4,159131401,159176439,3318,+,NM_018342,protein_coding,FLJ11155,P34954,transmembrane protein 144
TMEM145,284339,chr19,42817477,42829214,1779,+,NM_173633,protein_coding,FLJ90805,P3925,transmembrane protein 145
TMEM147,10430,chr19,36036502,36038429,895,+,NM_032635,protein_coding,MGC1936|NIFIE14,P7733,transmembrane protein 147
TMEM147-AS1,100506469,chr19,36031640,36036931,1627,-,NR_038396,lncRNA,.,.,TMEM147 antisense RNA 1
TMEM14A,28978,chr6,52535884,52551385,1014,+,NM_014051,protein_coding,C6orf73,P27908,transmembrane protein 14A
TMEM14B,81853,chr6,10747992,10760006,1810,+,NM_001286489,protein_coding,FLJ60468|MGC1223,P13187,transmembrane protein 14B
TMEM14C,51522,chr6,10723148,10731362,1251,+,NM_001165258,protein_coding,C6orf53|MSTP073|NET26|bA421M1.6,P1725,transmembrane protein 14C
TMEM14E,.,chr3,152057487,152058779,1293,-,NM_001123228,.,.,P12298,.
TMEM150A,129303,chr2,85825670,85829822,1554,-,NR_033179,protein_coding,FLJ90024|TM6P1|TMEM150,.,transmembrane protein 150A
TMEM150B,284417,chr19,55824169,55836708,933,-,NR_104071,protein_coding,TMEM224,.,transmembrane protein 150B
TMEM150C,441027,chr4,83405604,83483126,1888,-,NM_001080506,protein_coding,FLJ12993,P10239,transmembrane protein 150C
TMEM151A,256472,chr11,66059373,66064135,2530,+,NM_153266,protein_coding,MGC33486|TMEM151,P9074,transmembrane protein 151A
TMEM151B,441151,chr6,44238480,44247182,4619,+,NM_001137560,protein_coding,C6orf137|FLJ37046|FLJ42511|FLJ44683|FLJ44891|TMEM193|bA444E17.5,P15336,transmembrane protein 151B
TMEM154,201799,chr4,153547266,153601317,3216,-,NM_152680,protein_coding,FLJ32028,P968,transmembrane protein 154
TMEM155,132332,chr4,122680085,122686340,2316,-,NM_152399,protein_coding,FLJ30834,P22243,transmembrane protein 155
TMEM156,80008,chr4,38968366,39034041,1931,-,NM_024943,protein_coding,FLJ23235,P33004,transmembrane protein 156
TMEM158,25907,chr3,45265956,45267814,1859,-,NM_015444,protein_coding,BBP|DKFZp586E1621|RIS1|p40BBP,P33021,transmembrane protein 158 (gene/pseudogene)
TMEM159,57146,chr16,21169698,21191937,2253,+,NR_125971,protein_coding,PROMETHIN,.,transmembrane protein 159
TMEM160,54958,chr19,47549167,47551882,655,-,NM_017854,protein_coding,FLJ20512,P19060,transmembrane protein 160
TMEM161A,54929,chr19,19230425,19249310,1827,-,NM_017814,protein_coding,AROS-29|FLJ20422|FLJ39645,P34806,transmembrane protein 161A
TMEM161B,153396,chr5,87485450,87564696,3740,-,NM_001289007,protein_coding,FLB3342|MGC33214|PRO1313,P15686,transmembrane protein 161B
TMEM161B-AS1,100505894,chr5,87564699,87732491,1403,+,NR_039993,lncRNA,.,.,TMEM161B antisense RNA 1
TMEM163,81615,chr2,135213330,135476571,1893,-,NM_030923,protein_coding,DC29|DKFZp566N034|DKFZp666J217|FLJ30176|SV31,P35771,transmembrane protein 163
TMEM164,84187,chrX,109245863,109421016,5708,+,NM_017698,protein_coding,FLJ20173|FLJ22679|bB360B22.3,P8237,transmembrane protein 164
TMEM165,55858,chr4,56262080,56292342,2078,+,NM_018475,protein_coding,TMPT27|TPARL,P646,transmembrane protein 165
TMEM167A,153339,chr5,82348665,82373272,4587,-,NM_174909,protein_coding,DKFZp686I1152|FLJ30508|MGC23909|TMEM167,P12121,transmembrane protein 167A
TMEM167B,56900,chr1,109633403,109639554,2750,+,NM_020141,protein_coding,C1orf119|FLJ90710,P7486,transmembrane protein 167B
TMEM168,64418,chr7,112402437,112430478,7392,-,NM_001287497,protein_coding,DKFZp564C012|FLJ13576,P17989,transmembrane protein 168
TMEM169,92691,chr2,216946589,216967506,3455,+,NM_001142312,protein_coding,DKFZp781L2456|FLJ34263,P6982,transmembrane protein 169
TMEM17,200728,chr2,62727356,62733604,1925,-,NM_198276,protein_coding,FLJ34583,P28812,transmembrane protein 17
TMEM170A,124491,chr16,75477142,75498635,5239,-,NM_001304998,protein_coding,FLJ37611|TMEM170,P15414,transmembrane protein 170A
TMEM170B,100113407,chr6,11538460,11583757,8413,+,NM_001100829,protein_coding,.,P220,transmembrane protein 170B
TMEM171,134285,chr5,72416388,72427644,1543,+,NM_173490,protein_coding,PRP2,P34245,transmembrane protein 171
TMEM173,340061,chr5,138855113,138862375,2207,-,NM_198282,protein_coding,ERIS|FLJ38577|MITA|MPYS|NET23|STING,P20403,transmembrane protein 173
TMEM174,134288,chr5,72469023,72470970,1758,+,NM_153217,protein_coding,FLJ31268|MGC13034,P20120,transmembrane protein 174
TMEM175,84286,chr4,926175,952443,2231,+,NM_001297423,protein_coding,MGC4618,P5974,transmembrane protein 175
TMEM176A,55365,chr7,150497854,150502208,1038,+,NM_018487,protein_coding,GS188|HCA112,P14541,transmembrane protein 176A
TMEM176B,28959,chr7,150488376,150498448,1906,-,NM_001101311,protein_coding,FLJ26014|LR8|MGC110857,P31925,transmembrane protein 176B
TMEM177,80775,chr2,120436743,120439694,1346,+,NM_001105199,protein_coding,MGC10993,P13840,transmembrane protein 177
TMEM178A,130733,chr2,39892638,39945104,1830,+,NM_001167959,protein_coding,.,P25489,transmembrane protein 178A
TMEM178B,100507421,chr7,140774032,141180179,10557,+,NM_001195278,protein_coding,.,P34515,transmembrane protein 178B
TMEM179,388021,chr14,105057201,105071097,3651,-,NM_001286389,protein_coding,C14orf90|FLJ42486|TMEM179A,P5815,transmembrane protein 179
TMEM179B,374395,chr11,62554874,62557872,1043,+,NM_199337,protein_coding,.,P19129,transmembrane protein 179B
TMEM18,129787,chr2,667973,677439,2124,-,NM_152834,protein_coding,DKFZp434C1714,P9354,transmembrane protein 18
TMEM180,.,chr10,104221170,104236802,2834,+,NM_024789,.,C10orf77|FLJ22529|bA18I14.8,P31996,.
TMEM181,57583,chr6,158957468,159056467,5397,+,NM_020823,protein_coding,GPR178|KIAA1423,P22086,transmembrane protein 181
TMEM182,130827,chr2,103378490,103434138,3588,+,NM_144632,protein_coding,DKFZp779G1758|DKFZp779K1556|DKFZp779M1870|FLJ30294,P5014,transmembrane protein 182
TMEM183A,92703,chr1,202976534,202990076,1005,+,NM_138391,protein_coding,C1orf37,P11976,transmembrane protein 183A
TMEM183B,653659,chr1,202976536,202992668,853,+,NM_001079809,protein_coding,C1orf37-DUP,P11976,transmembrane protein 183B
TMEM184A,202915,chr7,1581871,1596066,6276,-,NM_001097620,protein_coding,FLJ24011|MGC9712,P5018,transmembrane protein 184A
TMEM184B,25829,chr22,38615298,38669040,3878,-,NM_001195072,protein_coding,C22orf5|DKFZp586A1024|DKFZp686F07174|DKFZp686N1150|FM08|HS5O6A,P12771,transmembrane protein 184B
TMEM184C,55751,chr4,148538539,148556672,2973,+,NM_018241,protein_coding,FLJ10846|TMEM34,P14532,transmembrane protein 184C
TMEM185A,84548,chrX,148678216,148713568,3175,-,NM_032508,protein_coding,CXorf13|FAM11A|FRAXF|MGC118844|MGC118845,P13865,transmembrane protein 185A
TMEM185B,79134,chr2,120975047,120980984,5938,-,NM_024121,protein_coding,FAM11B|FLJ20979,P35412,transmembrane protein 185B
TMEM186,25880,chr16,8889037,8891505,1448,-,NM_015421,protein_coding,C16orf51|DKFZp564K2062,P1387,transmembrane protein 186
TMEM187,8269,chrX,153237991,153248646,1667,+,NM_003492,protein_coding,CXorf12|DXS9878E|FLJ95849|ITBA1,P13917,transmembrane protein 187
TMEM189,387521,chr20,48740274,48767852,1630,-,NM_199129,protein_coding,KUA|UBE2V1,P8852,transmembrane protein 189
TMEM189-UBE2V1,387522,chr20,48697661,48770335,2643,-,NM_199203,protein_coding,CROC1B|KUA-UEV|UBE2V1,P30413,TMEM189-UBE2V1 readthrough
TMEM19,55266,chr12,72079878,72097839,4658,+,NM_018279,protein_coding,FLJ10936,P14602,transmembrane protein 19
TMEM190,147744,chr19,55888204,55889612,593,+,NM_139172,protein_coding,MDAC1|MGC149301|MGC149302,P21211,transmembrane protein 190
TMEM191A,84222,chr22,21055402,21058891,1958,+,NR_026815,misc_RNA,DKFZp434G1017|DKFZp434N035|MGC161601|MGC161603,.,transmembrane protein 191A (pseudogene)
TMEM191B,728229,chr22,20377669,20380440,1334,+,NM_001242313,protein_coding,.,P30510,transmembrane protein 191B
TMEM191C,645426,chr22,21821459,21824224,1307,+,NM_001207052,protein_coding,FLJ36990,P27831,transmembrane protein 191C
TMEM192,201931,chr4,165997230,166034024,4495,-,NM_001100389,protein_coding,FLJ38482,P5050,transmembrane protein 192
TMEM196,256130,chr7,19758938,19812404,3364,-,NM_152774,protein_coding,DKFZp686H19205|DKFZp686K0753|MGC42090,P30189,transmembrane protein 196
TMEM198,130612,chr2,220408385,220415317,2986,+,NM_001303098,protein_coding,FLJ41180|MGC99813,P5633,transmembrane protein 198
TMEM198B,440104,chr12,56223392,56230030,3653,+,NR_036479,misc_RNA,.,.,transmembrane protein 198B (pseudogene)
TMEM199,147007,chr17,26684604,26690705,3148,+,NM_152464,protein_coding,C17orf32|MGC45714,P20175,transmembrane protein 199
TMEM2,23670,chr9,74298282,74383800,6523,-,NM_013390,protein_coding,.,P13208,transmembrane protein 2
TMEM200A,114801,chr6,130687426,130764210,5592,+,NM_001258276,protein_coding,KIAA1913|TTMA|TTMC,P30630,transmembrane protein 200A
TMEM200B,399474,chr1,29445937,29450421,2616,-,NM_001003682,protein_coding,MGC102864|MGC90489|TTMB,P4141,transmembrane protein 200B
TMEM200C,645369,chr18,5890184,5892103,1920,-,NM_001080209,protein_coding,TTMA,P27612,transmembrane protein 200C
TMEM201,199953,chr1,9648932,9674935,3852,+,NM_001010866,protein_coding,NET5,P9745,transmembrane protein 201
TMEM202,338949,chr15,72690668,72700708,1296,+,NM_001080462,protein_coding,FLJ27523,P33960,transmembrane protein 202
TMEM203,94107,chr9,140098535,140100090,1556,-,NM_053045,protein_coding,HBEBP1|MGC14327|MGC15961,P25602,transmembrane protein 203
TMEM204,79652,chr16,1578742,1605581,2532,+,NM_001256541,protein_coding,C16orf30|CLP24|FLJ20898|MGC111564,P11760,transmembrane protein 204
TMEM205,374882,chr19,11453452,11456981,1095,-,NM_033408,protein_coding,MGC110858|MGC3205|UNQ501,P22862,transmembrane protein 205
TMEM206,55248,chr1,212537816,212588243,2121,-,NM_001198862,protein_coding,C1orf75|FLJ10874|RP11-384C4.5,P14334,transmembrane protein 206
TMEM207,131920,chr3,190146444,190167665,1448,-,NM_207316,protein_coding,UNQ846,P32841,transmembrane protein 207
TMEM208,29100,chr16,67261016,67263182,794,+,NM_014187,protein_coding,.,P12593,transmembrane protein 208
TMEM209,84928,chr7,129804553,129845338,5338,-,NM_001301163,protein_coding,FLJ14803|NET31,P18499,transmembrane protein 209
TMEM210,100505993,chr9,140065380,140066498,510,-,NM_001282477,protein_coding,.,P26023,transmembrane protein 210
TMEM211,255349,chr22,25331208,25335314,507,-,NM_001001663,protein_coding,MGC163519|MGC163521|bA9F11.1,P23900,transmembrane protein 211
TMEM212,389177,chr3,171561139,171577108,1881,+,NM_001164436,protein_coding,FLJ23172,P28355,transmembrane protein 212
TMEM212-AS1,100874219,chr3,171594142,171618530,427,-,NR_046852,lncRNA,.,.,TMEM212 antisense RNA 1
TMEM213,155006,chr7,138482739,138490769,3390,+,NM_001085429,protein_coding,.,P7650,transmembrane protein 213
TMEM214,54867,chr2,27255774,27264565,3040,+,NM_001083590,protein_coding,FLJ20254|FLJ39682,P22872,transmembrane protein 214
TMEM215,401498,chr9,32783497,32789199,5383,+,NM_212558,protein_coding,DKFZp686I2292|FLJ43330,P29170,transmembrane protein 215
TMEM216,51259,chr11,61159832,61166335,2187,+,NM_001173990,protein_coding,MGC13379,P33872,transmembrane protein 216
TMEM217,221468,chr6,37179954,37225931,3583,-,NM_001286401,protein_coding,C6orf128|dJ355M6.2,P735,transmembrane protein 217
TMEM218,219854,chr11,124964266,124981659,4690,-,NR_047588,protein_coding,DKFZp667A247,.,transmembrane protein 218
TMEM219,124446,chr16,29973351,29984373,1198,+,NM_194280,protein_coding,.,P4486,transmembrane protein 219
TMEM220,388335,chr17,10616639,10633646,3092,-,NM_001004313,protein_coding,.,P11573,transmembrane protein 220
TMEM220-AS1,101101775,chr17,10633094,10718481,1174,+,NR_073456,lncRNA,.,.,TMEM220 antisense RNA 1
TMEM221,100130519,chr19,17546318,17559376,1930,-,NM_001190844,protein_coding,.,P35163,transmembrane protein 221
