Gene ID,Entrez ID,chromosome,start,end,width,strand,p_id,transcript_id,tss_id,bioType,Aliases,Description
Kcna6,16494,chr6,126708329,126740674,5839,-,P24879,NM_013568,TSS16398,protein_coding,Kv1.6| MK1.6,"potassium voltage-gated channel, shaker-related, subfamily, member 6"
Ndufa9,66108,chr6,126821863,126849144,1322,-,P4532,NM_025358,TSS26504,protein_coding,1010001N11Rik,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
Akap3,11642,chr6,126853098,126874308,3153,+,P13531,NM_009650,TSS12338,protein_coding,Prka3,A kinase (PRKA) anchor protein 3
Dyrk4,101320,chr6,126876199,126921839,2073,-,P8907,NM_207210,TSS20625,protein_coding,AW049118| Dyrk4a| Dyrk4b,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
Rad51ap1,19362,chr6,126923419,126939555,1835,-,P17444,NM_009013,TSS20229,protein_coding,2510006L10Rik| RAB22,RAD51 associated protein 1
D6Wsu163e,28040,chr6,126939966,126975704,2238,+,P6027,NM_138594,TSS7620,protein_coding,C12orf4,"DNA segment, Chr 6, Wayne State University 163, expressed"
Fgf6,14177,chr6,127015542,127024718,1232,+,P23315,NM_010204,TSS6246,protein_coding,Fgf-6| HSTF-2,fibroblast growth factor 6
Fgf23,64654,chr6,127072902,127082296,2702,+,P14829,NM_022657,TSS9861,protein_coding,.,fibroblast growth factor 23
Tigar,319801,chr6,127085116,127109552,3615,-,P11456,NM_177003,TSS24923,protein_coding,9630033F20Rik| AA793651| AI595337| C79710| C85509,Trp53 induced glycolysis repulatory phosphatase
Ccnd2,12444,chr6,127125709,127151048,5771,-,P17319,NM_009829,TSS11085,protein_coding,2600016F06Rik| AI256817| BF642806| C86853| cD2| Vin-1| Vin1,cyclin D2
9330179D12Rik,77558,chr6,127149389,127212419,1494,+,,NR_040274,TSS14979,lncRNA,.,RIKEN cDNA 9330179D12 gene
Gm38404,232386,chr6,127296186,127307967,2496,-,,NR_073373,TSS11314,lncRNA,D130058E03,"predicted gene, 38404"
Parp11,101187,chr6,127453723,127494239,3724,+,P1929,NM_181402,TSS26145,protein_coding,5330431N24Rik| AI851877| ARTD11| HIN1L,"poly (ADP-ribose) polymerase family, member 11"
Cracr2a,381812,chr6,127577975,127629938,1094,+,P18300,NM_001033464,TSS25791,protein_coding,Efcab4b| Gm1073| Gm462,calcium release activated channel regulator 2A
Prmt8,381813,chr6,127689009,127769159,2413,-,P1804,NM_201371,TSS353,protein_coding,Hrmt1l3| Hrmt1l4,protein arginine N-methyltransferase 8
Tspan11,68498,chr6,127887622,127953031,4209,+,P18744,NM_026743,TSS9225,protein_coding,1110014F12Rik| AU067806,tetraspanin 11
Tspan9,109246,chr6,127961400,128143578,3930,-,P8584,NM_175414,TSS1307,protein_coding,6720474K14Rik| 9430079M16Rik| AU018597,tetraspanin 9
9330102E08Rik,330427,chr6,128169700,128183803,3847,-,,NR_077223,TSS15235,lncRNA,.,RIKEN cDNA 9330102E08 gene
Tead4,21679,chr6,128227143,128300813,3076,-,P4250,NM_001080979,TSS496,protein_coding,ETFR-2| Etfr2| FR-19| Rtef1| Tcf13r1| TEAD-4| TEF-3| Tef3| Tefr| Tefr1| Tefr1a,TEA domain family member 4
Tulp3,22158,chr6,128321161,128355851,3374,-,P26746,NM_011657,TSS27353,protein_coding,2310022L06Rik| AI316887,tubby-like protein 3
Rhno1,72440,chr6,128357000,128362897,1957,-,,NR_027360,TSS22191,protein_coding,2510047L19Rik| 5930416I19Rik,RAD9-HUS1-RAD1 interacting nuclear orphan 1
Foxm1,14235,chr6,128362994,128375886,4365,+,P11229,NM_008021,TSS7772,protein_coding,AA408308| AW554517| BB238854| Fkh16| Foxm1b| HFH-11B| MPHOSPH2| Mpm2| WIN,forkhead box M1
4933413G19Rik,71149,chr6,128375510,128385144,1092,+,P22498,NM_027697,TSS9410,protein_coding,.,RIKEN cDNA 4933413G19 gene
Nrip2,60345,chr6,128399766,128408935,2627,+,P2282,NM_001162858,TSS9251,protein_coding,AW491344| NIX1,nuclear receptor interacting protein 2
Itfg2,101142,chr6,128409444,128424910,2299,-,P3244,NM_133927,TSS20860,protein_coding,2700050P07Rik| AI646725,integrin alpha FG-GAP repeat containing 2
Fkbp4,14228,chr6,128430107,128438631,2167,-,P10984,NM_010219,TSS16513,protein_coding,59kDa| AL022792| AW208983| FKBP-4| FKBP-52| FKBP52| FKPB52| p59,FK506 binding protein 4
Gm10069,791299,chr6,128438757,128503281,4598,+,,NR_028592,TSS22490,lncRNA,ENSMUSG00000059659,predicted gene 10069
Pzp,11287,chr6,128483567,128526720,4681,-,P25197,NM_007376,TSS2316,protein_coding,A1m| A2m| AI893533| MAM,pregnancy zone protein
BC048546,232400,chr6,128539822,128581606,4698,-,P25345,NM_001001179,TSS18828,protein_coding,Ovos,cDNA sequence BC048546
Klrb1a,17057,chr6,128609227,128622934,1274,-,P8250,NM_001159902,TSS5588,protein_coding,ly-55A| Ly55a| NKR-P1.7| NKR-P1A| Nkrp1-a| NKRP12| Nkrp1a,killer cell lectin-like receptor subfamily B member 1A
Clec2h,94071,chr6,128662385,128677374,2160,+,P4292,NM_053165,TSS16394,protein_coding,clr-f| Clrf,"C-type lectin domain family 2, member h"
Klrb1,100043861,chr6,128706508,128723046,645,-,P14935,NM_001099918,TSS3814,protein_coding,100043861| 4930431A04Rik| Gm4696| Klrb1g| Klrb6| Ly-55| Ly55| NKR-P1G| Nkrp-1e| Nkrp1g,killer cell lectin-like receptor subfamily B member 1
Klrb1c,17059,chr6,128778485,128788641,2623,-,P8351,NM_001159904,TSS13700,protein_coding,AI462337| CD161| ly-55c| Ly-59| Ly55c| Ly59| Nk-1| Nk-1.2| NK-RP1| Nk1| NK1.1| Nk1.2| NKR-P1.9| NKRP1| NKRP140| Nkrp1c,killer cell lectin-like receptor subfamily B member 1C
Klrb1b,80782,chr6,128813706,128826315,2212,-,P15215,NM_030599,TSS19540,protein_coding,Klrb1d| Ly55b| Ly55d| NKR-P1B| NKR-P1D| Nkrp1-b| Nkrp1d,killer cell lectin-like receptor subfamily B member 1B
BC035044,232406,chr6,128848044,128891124,2742,-,P26690,NM_001254946,TSS10614,protein_coding,.,cDNA sequence BC035044
Clec2i,93675,chr6,128887587,128898167,2394,+,P19511,NM_001289707,TSS6203,protein_coding,Clr-g| Clrg| Dcl1| LCL-1| OCILrP2,"C-type lectin domain family 2, member i"
Clec2g,70809,chr6,128934381,128984707,2501,+,P6487,NM_027562,TSS13751,protein_coding,4632413B12Rik| Clr-c| Clr-d| Clrc| Clrd| Clrx| Ddv10| Ocilrp1,"C-type lectin domain family 2, member g"
Gm15987,100504591,chr6,128952353,128975029,1082,-,,NR_045009,TSS23037,lncRNA,OTTMUSG00000028624,predicted gene 15987
BC064078,408064,chr6,128993020,129006649,840,+,,NR_015455,TSS6612,lncRNA,.,cDNA sequence BC064078
Clec2f,435921,chr6,129014112,129020527,657,+,P16708,NM_001277202,TSS12742,protein_coding,Clec2f-ps| Clr-c| Clrc| Clrz,"C-type lectin domain family 2, member f"
Klrb1f,232408,chr6,129045901,129057471,1784,+,P11235,NM_153094,TSS22916,protein_coding,A630024B12Rik| Nkr-p1f| Nkrp1-f| Nkrp1f,killer cell lectin-like receptor subfamily B member 1F
Clec2e,232409,chr6,129091816,129100903,2271,-,P25627,NM_153506,TSS16242,protein_coding,clr-a| Clra,"C-type lectin domain family 2, member e"
Klrb1-ps1,724020,chr6,129116518,129129446,549,+,,NR_073569,TSS8340,misc_RNA,Nkrp1e,"killer cell lectin-like receptor subfamily B member 1, pseudogene 1"
Clec2d,93694,chr6,129180615,129186535,1214,+,P22390,NM_053109,TSS17119,protein_coding,Clr-b| Clrb| Ocil,"C-type lectin domain family 2, member d"
2310001H17Rik,76432,chr6,129232623,129238482,568,-,,NR_040266,TSS26890,lncRNA,AI646108,RIKEN cDNA 2310001H17 gene
Cd69,12515,chr6,129267325,129275369,1620,-,P16483,NM_001033122,TSS1423,protein_coding,5830438K24Rik| AI452015| AIM| VEA,CD69 antigen
4922502D21Rik,381816,chr6,129322165,129331781,1566,-,P9684,NM_199034,TSS12971,protein_coding,Clec2m| Gm1074| SPATA78,RIKEN cDNA 4922502D21 gene
Clec12a,232413,chr6,129350244,129365303,2222,+,P7143,NM_177686,TSS21450,protein_coding,CLL-1| D230024O04| KLRL1| Micl,"C-type lectin domain family 12, member a"
Clec12b,71183,chr6,129375513,129385874,1609,-,P9996,NM_001204223,TSS27604,protein_coding,4933425B16Rik,"C-type lectin domain family 12, member B"
Clec1b,56760,chr6,129397297,129405413,1170,+,P17424,NM_019985,TSS17715,protein_coding,1810061I13Rik| Clec-2| Clec2,"C-type lectin domain family 1, member b"
Clec9a,232414,chr6,129408862,129424764,3294,+,P18974,NM_001205365,TSS8667,protein_coding,9830005G06Rik| DNGR-1,"C-type lectin domain family 9, member a"
Clec1a,243653,chr6,129426684,129452000,3268,-,P24757,NM_175526,TSS25539,protein_coding,5930406N14Rik,"C-type lectin domain family 1, member a"
Clec7a,56644,chr6,129461591,129472779,2279,-,P8710,NM_001309637,TSS8334,protein_coding,beta-GR| BGR| Clecsf12,"C-type lectin domain family 7, member a"
Olr1,108078,chr6,129485247,129507165,6129,-,P22695,NM_138648,TSS6582,protein_coding,LOX-1| Scare1| SR-EI,oxidized low density lipoprotein (lectin-like) receptor 1
Tmem52b,330428,chr6,129512557,129519227,2875,+,P21829,NM_001081186,TSS5009,protein_coding,D630042F21Rik,transmembrane protein 52B
1700101I11Rik,100504641,chr6,129532184,129533284,806,-,,NR_045270,TSS5648,lncRNA,.,RIKEN cDNA 1700101I11 gene
Gabarapl1,57436,chr6,129533192,129542331,1773,+,P24537,NM_020590,TSS16215,protein_coding,3110025G09Rik| 9130422N19Rik| AI196471| Apg8l| Atg8l| GECI| MNCb-0091,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
Klre1,243655,chr6,129578286,129585827,913,+,P13648,NM_153590,TSS13444,protein_coding,Klre-1| NKG2I,killer cell lectin-like receptor family E member 1
Klrd1,16643,chr6,129591811,129598775,866,+,P11929,NM_010654,TSS8108,protein_coding,CD94,"killer cell lectin-like receptor, subfamily D, member 1"
Klrk1,27007,chr6,129610323,129623864,3326,-,P25470,NM_001286018,TSS27054,protein_coding,D6H12S2489E| NKG2-D| Nkg2d,"killer cell lectin-like receptor subfamily K, member 1"
Klrc3,58179,chr6,129639085,129643288,666,-,P3434,NM_021378,TSS8394,protein_coding,Klrc2| Nkg2e,"killer cell lectin-like receptor subfamily C, member 3"
Klrc2,16642,chr6,129656346,129660556,860,-,P6051,NM_001098669,TSS14361,protein_coding,NKG2C,"killer cell lectin-like receptor subfamily C, member 2"
Klrc1,16641,chr6,129666016,129678973,1983,-,P10885,NM_010652,TSS7324,protein_coding,CD159a| NKG2A| NKG2B,"killer cell lectin-like receptor subfamily C, member 1"
Klri1,503550,chr6,129697218,129717132,838,-,P2666,NM_001012520,TSS7187,protein_coding,.,killer cell lectin-like receptor family I member 1
Klri2,320407,chr6,129729041,129740484,3913,-,P18023,NM_177155,TSS24350,protein_coding,A530090P03Rik,killer cell lectin-like receptor family I member 2
Gm156,232415,chr6,129766647,129775849,682,-,P16258,NM_001014997,TSS20073,protein_coding,Klrh1,predicted gene 156
Klra17,170733,chr6,129831154,129876672,1177,-,P6445,NM_133203,TSS2414,protein_coding,Ly49q| Ly49q1,"killer cell lectin-like receptor, subfamily A, member 17"
Klra5,16636,chr6,129898992,129913224,1151,-,P7813,NM_008463,TSS2822,protein_coding,Ly49e,"killer cell lectin-like receptor, subfamily A, member 5"
Klra22,.,chr6,129972082,129972515,434,-,P25278,NM_053152,TSS4008,.,.,.
Klra15,.,chr6,129972093,130380662,782,-,P20710,NM_013793,TSS11902,.,.,.
Klra6,16637,chr6,130013033,130026954,976,-,P11479,NM_008464,TSS10212,protein_coding,ly-49f| Ly49f,"killer cell lectin-like receptor, subfamily A, member 6"
Klra19,.,chr6,130013034,130026960,260,-,P11479,NM_053154,TSS16518,.,.,.
Klra18,.,chr6,130043745,130067258,522,-,P22908,NM_053153,TSS8343,.,.,.
Klra4,16635,chr6,130044017,130067271,703,-,P18027,NM_010649,TSS1221,protein_coding,Chok| Klra32| Klra33| Ly-49d| Ly49d| ly49r<129>,"killer cell lectin-like receptor, subfamily A, member 4"
Klra12,.,chr6,130044024,130044174,151,-,P628,NM_010646,TSS25825,.,.,.
Klra21,.,chr6,130115219,130128183,559,-,P2964,NM_053151,TSS12723,.,.,.
Klra8,16639,chr6,130115226,130129835,1165,-,P20590,NM_001101620,TSS5520,protein_coding,Cmv-1| Cmv1| Ly49h| Ly49u<129>,"killer cell lectin-like receptor, subfamily A, member 8"
Klra14-ps,654449,chr6,130149106,130160748,793,-,,NR_104105,TSS10242,misc_RNA,EG654449| Gm15858| Klra14| Klra29| Klra31| Ly49N| OTTMUSG00000026959,"killer cell lectin-like receptor subfamily A, member 14, pseudogene"
Klra9,16640,chr6,130178682,130193112,1194,-,P22647,NM_010651,TSS22969,protein_coding,Ly49I| LY49I1,"killer cell lectin-like receptor subfamily A, member 9"
Klra7,16638,chr6,130218605,130233322,1379,-,P17851,NM_014194,TSS12739,protein_coding,LGL-1| Ly-49G.1| Ly-49G.2| Ly-49G.3| Ly49g| Ly49G.4| Ly49g1| Ly49g2,"killer cell lectin-like receptor, subfamily A, member 7"
Klra10,16628,chr6,130269194,130281928,823,-,P8111,NM_008459,TSS2731,protein_coding,Ly49i2| Ly49J,"killer cell lectin-like receptor subfamily A, member 10"
Klra23,79410,chr6,130291161,130308361,681,-,P4073,NM_024470,TSS3403,protein_coding,Ly-49W1| Ly-49W2| Ly49W,"killer cell lectin-like receptor subfamily A, member 23"
Klra13-ps,16631,chr6,130291161,130306432,346,-,,NR_033451,TSS14698,misc_RNA,Klra13| Ly49M,"killer cell lectin-like receptor subfamily A, member 13, pseudogene"
Klra3,16634,chr6,130323289,130337626,1212,-,P19577,NM_001289604,TSS20883,protein_coding,5E6| Ly49c| Nk-2| NK-2.1| Nk2| Nk2.1,"killer cell lectin-like receptor, subfamily A, member 3"
Klra1,16627,chr6,130363918,130386874,1500,-,P26461,NM_016659,TSS236,protein_coding,A1| CH29-493D4.3| Klra22| Ly49a| Ly49o<129>| Ly49v,"killer cell lectin-like receptor, subfamily A, member 1"
Klra2,16633,chr6,131219235,131247362,1886,-,P1134,NM_001170851,TSS9373,protein_coding,Klra30| Ly49b,"killer cell lectin-like receptor, subfamily A, member 2"
Magohb,66441,chr6,131284389,131293244,766,-,P3078,NM_025564,TSS14165,protein_coding,2010012C16Rik| Mago| Magoh| Magoh-rs1,"mago homolog B, exon junction complex core component"
Styk1,243659,chr6,131299144,131313827,3378,-,P4064,NM_172891,TSS8514,protein_coding,9130025L13| AI326477| Nok,serine /threonine /tyrosine kinase 1
Ybx3,56449,chr6,131364858,131388450,1862,-,P14799,NM_011733,TSS9817,protein_coding,Csda| dbpA| Dpba| MSY3| MSY4| oxyR| Yb2,Y box protein 3
5430401F13Rik,71392,chr6,131543762,131553757,602,+,P17620,NM_001244628,TSS19261,protein_coding,.,RIKEN cDNA 5430401F13 gene
Tas2r130,387355,chr6,131629892,131630830,939,-,P26729,NM_199156,TSS26420,protein_coding,mt2r42| STC74| T2R30| Tas2r30| Tas2r7,"taste receptor, type 2, member 130"
Tas2r107,387342,chr6,131659158,131660084,927,-,P7546,NM_199154,TSS10569,protein_coding,mGR06| mt2r43| STC5-1| T2R07| T2R107| T2R4| Tas2r7,"taste receptor, type 2, member 107"
Tas2r106,387341,chr6,131677960,131678886,927,-,P9838,NM_207016,TSS16580,protein_coding,mGR06| mt2r44| T2R06| Tas2r6,"taste receptor, type 2, member 106"
Tas2r104,387340,chr6,131684836,131685744,909,-,P24534,NM_207011,TSS15418,protein_coding,mGR04| mt2r45| T2R04| Tas2r4,"taste receptor, type 2, member 104"
Tas2r105,57252,chr6,131686561,131687463,903,-,P26077,NM_020501,TSS18515,protein_coding,mGR05| mt2r5| T2R05| T2r5| T2R9| Tas2r5,"taste receptor, type 2, member 105"
Tas2r114,387346,chr6,131689134,131690063,930,-,P22772,NM_207019,TSS15761,protein_coding,mGR14| mt2r46| T2R14| Tas2r14,"taste receptor, type 2, member 114"
Gm4736,.,chr6,132114221,132363043,932,-,P21107,NM_053251,TSS431,.,.,.
Prb1,381833,chr6,132206795,132210521,1621,-,P9219,NM_198669,TSS532,protein_coding,BC011176| Prpg2,proline-rich protein BstNI subfamily 1
Prpmp5,381832,chr6,132311590,132314743,1284,-,P22015,NM_001024705,TSS2736,protein_coding,MP5,proline-rich protein MP5
Gm8882,667929,chr6,132361105,132364134,880,-,P19846,NM_001177588,TSS2552,protein_coding,EG667929,predicted gene 8882
Prh1,19131,chr6,132569842,132572401,870,+,P21474,NM_011174,TSS23349,protein_coding,MP2| Prp,proline rich protein HaeIII subfamily 1
Prp2,83380,chr6,132595946,132600702,951,+,P12302,NM_031499,TSS3863,protein_coding,MP14,proline rich protein 2
A630073D07Rik,381819,chr6,132625111,132627511,484,-,P3121,NM_001142969,TSS5000,protein_coding,Gm1688,RIKEN cDNA A630073D07 gene
Tas2r120,387348,chr6,132656957,132657844,888,+,P5630,NM_207023,TSS12104,protein_coding,mGR20| mt2r47| T2R20| Tas2r20,"taste receptor, type 2, member 120"
Tas2r121,387349,chr6,132700090,132701007,918,-,P15233,NM_207024,TSS241,protein_coding,mGR21| mT2r48| T2R21| Tas2r13| Tas2r21,"taste receptor, type 2, member 121"
Tas2r122,630845,chr6,132710999,132711928,930,-,P13348,NM_001039128,TSS4597,protein_coding,mGR22| T2R22| Tas2r22,"taste receptor, type 2, member 122"
Tas2r115,353325,chr6,132737054,132737986,933,-,P179,NM_207020,TSS19370,protein_coding,mGR15| mt2r49| T2R15| Tas2r15,"taste receptor, type 2, member 115"
Tas2r124,387351,chr6,132754730,132755659,930,+,P20036,NM_207026,TSS19441,protein_coding,mGR24| mt2r50| T2R24| Tas2r24,"taste receptor, type 2, member 124"
Tas2r102,387339,chr6,132762131,132763174,1044,+,P4497,NM_199153,TSS16264,protein_coding,mGR02| mt2r51| Tas2r2,"taste receptor, type 2, member 102"
Tas2r136,353165,chr6,132777179,132778162,984,-,P5345,NM_181276,TSS27133,protein_coding,mt2r52| Tas2r36,"taste receptor, type 2, member 136"
Tas2r117,353166,chr6,132802901,132803893,993,+,P23886,NM_207021,TSS7614,protein_coding,mGR17| mt2r54| T2R17| Tas2r17,"taste receptor, type 2, member 117"
Tas2r123,353167,chr6,132847142,132848143,1002,+,P21714,NM_207025,TSS22580,protein_coding,mGR23| mt2r55| T2R23| t2r55| Tas2r23,"taste receptor, type 2, member 123"
Tas2r116,112408,chr6,132855438,132856355,918,+,P6913,NM_053212,TSS18402,protein_coding,mGR16| mt2r56| T2R16| Tas2r14| Tas2r16| Tas2r7| TRB1| TRB4,"taste receptor, type 2, member 116"
Tas2r110,387344,chr6,132868008,132869009,1002,+,P26500,NM_199155,TSS1699,protein_coding,mt2r57| T2R10| Tas2r10,"taste receptor, type 2, member 110"
Tas2r113,387345,chr6,132893011,132893940,930,+,P4253,NM_207018,TSS1034,protein_coding,mGR13| mt2r58| T2R13| Tas2r13,"taste receptor, type 2, member 113"
Tas2r125,387352,chr6,132909651,132910586,936,+,P3860,NM_207027,TSS3613,protein_coding,mGR25| mt2r59| T2R26| Tas2r25,"taste receptor, type 2, member 125"
Tas2r129,387354,chr6,132951102,132952064,963,+,P7705,NM_207029,TSS10043,protein_coding,mGR29| mt2r60| T2R29| Tas2r29,"taste receptor, type 2, member 129"
Tas2r131,387356,chr6,132956912,132957844,933,-,P13559,NM_207030,TSS25242,protein_coding,mGR31| mt2r61| T2R31| Tas2r31,"taste receptor, type 2, member 131"
Tas2r109,387343,chr6,132980015,132980965,951,-,P20221,NM_207017,TSS3247,protein_coding,mGR09| mt2r62| T2R09| Tas2r9,"taste receptor, type 2, member 109"
Tas2r103,667992,chr6,133036163,133037101,939,-,P16935,NM_053211,TSS2229,protein_coding,EG667992| mGR03| mt2r63| T2R3| Tas2r10| Tas2r3| TRB2,"taste receptor, type 2, member 103"
Tas2r140,387616,chr6,133054855,133055793,939,-,P19353,NM_021562,TSS24410,protein_coding,mt2r64| mTRB3| T2r34| T2R40| Tas2r13| Tas2r137| Tas2r40| Tas2r8| TRB3| TRB5,"taste receptor, type 2, member 140"
Smim10l1,381820,chr6,133105239,133110899,761,+,P2340,NM_001271582,TSS22836,protein_coding,2700089E24Rik| AI662692,small integral membrane protein 10 like 1
5530400C23Rik,232426,chr6,133292216,133295790,647,+,P6450,NM_027784,TSS2591,protein_coding,GRP,RIKEN cDNA 5530400C23 gene
Gm5885,545884,chr6,133529189,133532762,648,+,P9896,NM_001185040,TSS20695,protein_coding,EG545884,predicted gene 5885
Gm5886,545886,chr6,133763998,133767408,647,-,,NR_111985,TSS4209,misc_RNA,EG545886| smarp,predicted gene 5886
Kap,16483,chr6,133849855,133853667,608,-,P23043,NM_010594,TSS22537,protein_coding,AW146435| FKSG22,kidney androgen regulated protein
Etv6,14011,chr6,134035700,134270147,5696,+,P21580,NM_001303102,TSS26253,protein_coding,AW123102| AW557856| Tel,ets variant 6
Bcl2l14,66813,chr6,134396329,134438724,2220,+,P8216,NM_025778,TSS26421,protein_coding,4930452K23Rik| 4933405K19Rik| 9030625M01Rik| AI429211| Bclg,BCL2-like 14 (apoptosis facilitator)
Lrp6,16974,chr6,134446478,134566913,9366,-,P21367,NM_008514,TSS8168,protein_coding,C030016K15Rik| Cd| Gw| ska26| ska<m26Jus>| skax26,low density lipoprotein receptor-related protein 6
Mansc1,67729,chr6,134609207,134632488,2376,-,P793,NM_026345,TSS8176,protein_coding,9130403P13Rik,MANSC domain containing 1
Loh12cr1,.,chr6,134639512,134711184,1937,+,P21221,NM_001170479,TSS24816,.,.,.
Dusp16,70686,chr6,134715468,134792628,4146,-,P3775,NM_001048054,TSS22704,protein_coding,3830417M17Rik| AW558566| D6Ertd213e| MKP-7| MKP7| Mkpm,dual specificity phosphatase 16
Crebl2,232430,chr6,134830199,134857883,2536,+,P16059,NM_177687,TSS5261,protein_coding,AI046348| B230205M03,cAMP responsive element binding protein-like 2
Gpr19,14760,chr6,134869092,134897925,2521,-,P13210,NM_001167696,TSS122,protein_coding,.,G protein-coupled receptor 19
2810454H06Rik,72813,chr6,134897961,134900785,2825,+,,NR_029441,TSS9260,lncRNA,.,RIKEN cDNA 2810454H06 gene
Cdkn1b,12576,chr6,134920401,134925525,2405,+,P11926,NM_009875,TSS2008,protein_coding,AA408329| AI843786| Kip1| p27| p27Kip1,cyclin-dependent kinase inhibitor 1B
1190002F15Rik,.,chr6,134929092,134951718,582,+,,NR_037955,TSS432,.,.,.
Apold1,381823,chr6,134982001,134986836,3284,+,P7612,NM_001109914,TSS8886,protein_coding,Gm1075,apolipoprotein L domain containing 1
Ddx47,67755,chr6,135011612,135023776,1764,+,P1956,NM_026360,TSS12751,protein_coding,4930588A18Rik| C77285,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
