Entry	Base_Accession	Protein_Family	Index_in_full_fasta	Gene_Name
Q7Z5Q1-3	Q7Z5Q1	RRM CPEB family	72273	CPEB2
Q7Z5Q1-4	Q7Z5Q1	RRM CPEB family	72274	CPEB2
Q7Z5Q1-5	Q7Z5Q1	RRM CPEB family	72275	CPEB2
Q7Z5Q1-6	Q7Z5Q1	RRM CPEB family	72276	CPEB2
Q7Z5Q1-7	Q7Z5Q1	RRM CPEB family	72277	CPEB2
Q7Z5Q1-8	Q7Z5Q1	RRM CPEB family	72278	CPEB2
Q7Z5Q1-9	Q7Z5Q1	RRM CPEB family	72279	CPEB2
Q7Z5R6-2	Q7Z5R6	MRL family	72280	APBB1IP
Q7Z5U6	Q7Z5U6	WD repeat WDR53 family	72282	WDR53
Q7Z5Y7-2	Q7Z5Y7	Not available	72284	KCTD20
Q7Z5Y7-3	Q7Z5Y7	Not available	72285	KCTD20
Q7Z614-2	Q7Z614	Sorting nexin family	72287	SNX20
Q7Z614-4	Q7Z614	Sorting nexin family	72288	SNX20
Q7Z624-2	Q7Z624	Class I-like SAM-binding methyltransferase superfamily, CLNMT methyltransferase family	72290	CAMKMT
Q7Z692-2	Q7Z692	Immunoglobulin superfamily, CEA family	72296	CEACAM19
Q7Z692-3	Q7Z692	Immunoglobulin superfamily, CEA family	72297	CEACAM19
Q7Z6B0-2	Q7Z6B0	Not available	72298	CCDC91
Q7Z6B0-3	Q7Z6B0	Not available	72299	CCDC91
Q7Z6I6-2	Q7Z6I6	Not available	72303	ARHGAP30
Q7Z6I6-3	Q7Z6I6	Not available	72304	ARHGAP30
Q7Z6I6-4	Q7Z6I6	Not available	72305	ARHGAP30
Q7Z6I8	Q7Z6I8	UPF0461 family	72306	C5orf24
Q7Z6J0-3	Q7Z6J0	SH3RF family	72307	SH3RF1
Q7Z6J4-2	Q7Z6J4	Not available	72308	FGD2
Q7Z6J4-4	Q7Z6J4	Not available	72309	FGD2
Q7Z6J4-5	Q7Z6J4	Not available	72310	FGD2
Q7Z6L1-2	Q7Z6L1	TECPR1 family	72311	TECPR1
Q7Z6L1-3	Q7Z6L1	TECPR1 family	72312	TECPR1
Q7Z6L1-4	Q7Z6L1	TECPR1 family	72313	TECPR1
Q7Z6M3-2	Q7Z6M3	Not available	72315	MILR1
Q7Z6M3-3	Q7Z6M3	Not available	72316	MILR1
Q7Z6V5-2	Q7Z6V5	Cytidine and deoxycytidylate deaminase family, ADAT2 subfamily	72322	ADAT2
Q7Z6Z6-2	Q7Z6Z6	Not available	72323	PNPLA5
Q7Z6Z7-3	Q7Z6Z7	UPL family, TOM1/PTR1 subfamily	72324	HUWE1
Q7Z7A1-2	Q7Z7A1	Not available	72328	CNTRL
Q7Z7A1-3	Q7Z7A1	Not available	72329	CNTRL
Q7Z7A1-4	Q7Z7A1	Not available	72330	CNTRL
Q7Z7A1-5	Q7Z7A1	Not available	72331	CNTRL
Q7Z7A4-2	Q7Z7A4	Protein kinase superfamily	72332	PXK
Q7Z7A4-3	Q7Z7A4	Protein kinase superfamily	72333	PXK
Q7Z7A4-4	Q7Z7A4	Protein kinase superfamily	72334	PXK
Q7Z7A4-5	Q7Z7A4	Protein kinase superfamily	72335	PXK
Q7Z7A4-6	Q7Z7A4	Protein kinase superfamily	72336	PXK
Q7Z7A4-7	Q7Z7A4	Protein kinase superfamily	72337	PXK
Q7Z7C8-4	Q7Z7C8	TAF8 family	72339	TAF8
Q7Z7D3-2	Q7Z7D3	Immunoglobulin superfamily, BTN/MOG family	72340	VTCN1
Q7Z7D3-3	Q7Z7D3	Immunoglobulin superfamily, BTN/MOG family	72341	VTCN1
Q7Z7D3-4	Q7Z7D3	Immunoglobulin superfamily, BTN/MOG family	72342	VTCN1
Q7Z7E8-2	Q7Z7E8	Ubiquitin-conjugating enzyme family	72343	UBE2Q1
Q7Z7F0-3	Q7Z7F0	KHDC4 family	72344	KHDC4
Q7Z7G0-2	Q7Z7G0	Not available	72345	ABI3BP
Q7Z7G0-3	Q7Z7G0	Not available	72346	ABI3BP
Q7Z7G0-4	Q7Z7G0	Not available	72347	ABI3BP
Q7Z7G1-2	Q7Z7G1	Not available	72348	CLNK
Q7Z7G1-3	Q7Z7G1	Not available	72349	CLNK
Q7Z7G8-2	Q7Z7G8	VPS13 family	72350	VPS13B
Q7Z7G8-3	Q7Z7G8	VPS13 family	72351	VPS13B
Q7Z7G8-4	Q7Z7G8	VPS13 family	72352	VPS13B
Q7Z7G8-5	Q7Z7G8	VPS13 family	72353	VPS13B
Q7Z7G8-6	Q7Z7G8	VPS13 family	72354	VPS13B
Q7Z7H5-2	Q7Z7H5	EMP24/GP25L family	72355	TMED4
Q7Z7H5-3	Q7Z7H5	EMP24/GP25L family	72356	TMED4
Q7Z7H8-2	Q7Z7H8	Universal ribosomal protein uL10 family	72357	MRPL10
Q7Z7K6-2	Q7Z7K6	Gfa family	72359	CENPV
Q7Z7K6-3	Q7Z7K6	Gfa family	72360	CENPV
Q7Z7L8	Q7Z7L8	Not available	72362	C11orf96
Q7Z7L9-3	Q7Z7L9	Krueppel C2H2-type zinc-finger protein family	72363	ZSCAN2
Q7Z7L9-4	Q7Z7L9	Krueppel C2H2-type zinc-finger protein family	72364	ZSCAN2
Q7Z7M0-2	Q7Z7M0	Not available	72365	MEGF8
Q86SE5-2	Q86SE5	RRM HNRPC family, RALY subfamily	72406	RALYL
Q86SE8-2	Q86SE8	Nucleoplasmin family	72408	NPM2
Q86SE9-2	Q86SE9	Not available	72409	PCGF5
Q86SG4	Q86SG4	Not available	72412	HMGN2P46
Q86SG4-2	Q86SG4	Not available	72413	HMGN2P46
Q86SG4-3	Q86SG4	Not available	72414	HMGN2P46
Q86SH4	Q86SH4	Not available	72418	PRNT
Q86SI9-2	Q86SI9	Not available	72420	IRX2-DT
Q86SI9-3	Q86SI9	Not available	72421	IRX2-DT
Q86SK9-2	Q86SK9	Fatty acid desaturase type 1 family	72423	SCD5
Q86SQ0-2	Q86SQ0	Not available	72424	PHLDB2
Q86SQ0-3	Q86SQ0	Not available	72425	PHLDB2
Q86SQ3-2	Q86SQ3	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	72426	ADGRE4P
Q86SQ4-2	Q86SQ4	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	72427	ADGRG6
Q86SQ4-3	Q86SQ4	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	72428	ADGRG6
Q86SQ4-4	Q86SQ4	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	72429	ADGRG6
Q86SQ6-1	Q86SQ6	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	72430	ADGRA1
Q86SQ6-2	Q86SQ6	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	72431	ADGRA1
Q86SQ7-3	Q86SQ7	Not available	72432	SDCCAG8
Q86SQ7-4	Q86SQ7	Not available	72433	SDCCAG8
Q86SQ9-2	Q86SQ9	UPP synthase family	72435	DHDDS
Q86SQ9-3	Q86SQ9	UPP synthase family	72436	DHDDS
Q86SQ9-4	Q86SQ9	UPP synthase family	72437	DHDDS
Q86SR1-2	Q86SR1	Glycosyltransferase 2 family, GalNAc-T subfamily	72438	GALNT10
Q86SR1-3	Q86SR1	Glycosyltransferase 2 family, GalNAc-T subfamily	72439	GALNT10
Q86SR1-4	Q86SR1	Glycosyltransferase 2 family, GalNAc-T subfamily	72440	GALNT10
Q86SU0-2	Q86SU0	Immunoglobulin superfamily, LISCH7 family	72443	ILDR1
Q86SU0-3	Q86SU0	Immunoglobulin superfamily, LISCH7 family	72444	ILDR1
Q86SU0-4	Q86SU0	Immunoglobulin superfamily, LISCH7 family	72445	ILDR1
Q86SU0-5	Q86SU0	Immunoglobulin superfamily, LISCH7 family	72446	ILDR1
Q86SU0-6	Q86SU0	Immunoglobulin superfamily, LISCH7 family	72447	ILDR1
Q86SX3-2	Q86SX3	Not available	72448	TEDC1
Q86SX3-3	Q86SX3	Not available	72449	TEDC1
Q86SX3-4	Q86SX3	Not available	72450	TEDC1
Q86SX3-5	Q86SX3	Not available	72451	TEDC1
Q86SX3-6	Q86SX3	Not available	72452	TEDC1
Q86SY8	Q86SY8	Not available	72453	KTN1-AS1
Q86T03-2	Q86T03	Not available	72456	PIP4P1
Q86T03-3	Q86T03	Not available	72457	PIP4P1
Q86T23	Q86T23	Rootletin family	72459	CROCCP2
Q86T82-2	Q86T82	Peptidase C19 family	72464	USP37
Q86T96-2	Q86T96	Not available	72465	RNF180
Q86T96-3	Q86T96	Not available	72466	RNF180
Q86TB9-2	Q86TB9	PAT1 family	72468	PATL1
Q86TB9-3	Q86TB9	PAT1 family	72469	PATL1
Q86TB9-4	Q86TB9	PAT1 family	72470	PATL1
Q86TI2-4	Q86TI2	Peptidase S9B family, DPPIV subfamily	72479	DPP9
Q86TI4	Q86TI4	Not available	72480	WDR86
Q86TI4-1	Q86TI4	Not available	72481	WDR86
Q86TJ2-2	Q86TJ2	Not available	72482	TADA2B
Q86TL0-2	Q86TL0	Peptidase C54 family	72483	ATG4D
Q86TM6-2	Q86TM6	HRD1 family	72486	SYVN1
Q86TM6-3	Q86TM6	HRD1 family	72487	SYVN1
Q86TN4-2	Q86TN4	KptA/TPT1 family	72489	TRPT1
Q86TN4-3	Q86TN4	KptA/TPT1 family	72490	TRPT1
Q86TN4-4	Q86TN4	KptA/TPT1 family	72491	TRPT1
Q86TS9-2	Q86TS9	Mitochondrion-specific ribosomal protein mL52 family	72495	MRPL52
Q86TS9-3	Q86TS9	Mitochondrion-specific ribosomal protein mL52 family	72496	MRPL52
Q86TS9-4	Q86TS9	Mitochondrion-specific ribosomal protein mL52 family	72497	MRPL52
Q86TU7-2	Q86TU7	Class V-like SAM-binding methyltransferase superfamily, SETD3 actin-histidine methyltransferase family	72499	SETD3
Q86TU7-3	Q86TU7	Class V-like SAM-binding methyltransferase superfamily, SETD3 actin-histidine methyltransferase family	72500	SETD3
Q86TY3-2	Q86TY3	Not available	72505	ARMH4
Q86TY3-3	Q86TY3	Not available	72506	ARMH4
Q86TZ1	Q86TZ1	Not available	72508	TTC6
Q86U02	Q86U02	Not available	72509	LINC00596
Q86U06-2	Q86U06	Splicing factor SR family	72510	RBM23
Q86U06-3	Q86U06	Splicing factor SR family	72511	RBM23
Q86U06-4	Q86U06	Splicing factor SR family	72512	RBM23
Q86U06-5	Q86U06	Splicing factor SR family	72513	RBM23
Q86U10-3	Q86U10	Asparaginase 1 family	72514	ASPG
Q86U17	Q86U17	Serpin family	72517	SERPINA11
Q86U42-2	Q86U42	Not available	72518	PABPN1
Q86U44-2	Q86U44	MT-A70-like family	72519	METTL3
Q86U70-3	Q86U70	LDB family	72523	LDB1
Q86UA6-3	Q86UA6	Not available	72526	RPAIN
Q86UA6-4	Q86UA6	Not available	72527	RPAIN
Q86UA6-5	Q86UA6	Not available	72528	RPAIN
Q86UA6-6	Q86UA6	Not available	72529	RPAIN
Q86UA6-7	Q86UA6	Not available	72530	RPAIN
Q86UA6-8	Q86UA6	Not available	72531	RPAIN
Q86UA6-9	Q86UA6	Not available	72532	RPAIN
Q86UC2-2	Q86UC2	Flagellar radial spoke RSP3 family	72535	RSPH3
Q86UD1	Q86UD1	OAF family	72538	OAF
Q86UD3-2	Q86UD3	Not available	72539	MARCHF3
Q86UD5-2	Q86UD5	Monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family	72540	SLC9B2
Q86UD7	Q86UD7	Not available	72541	TBC1D26
Q86UE8-2	Q86UE8	Protein kinase superfamily, Ser/Thr protein kinase family	72542	TLK2
Q86UE8-3	Q86UE8	Protein kinase superfamily, Ser/Thr protein kinase family	72543	TLK2
Q86UF4	Q86UF4	Not available	72544	CCDC190
Q86UG4-2	Q86UG4	Organo anion transporter (TC 2.A.60) family	72545	SLCO6A1
Q86UG4-3	Q86UG4	Organo anion transporter (TC 2.A.60) family	72546	SLCO6A1
Q86UK0-2	Q86UK0	ABC transporter superfamily, ABCA family	72549	ABCA12
Q86UK5-2	Q86UK5	Not available	72551	EVC2
Q86UK5-3	Q86UK5	Not available	72552	EVC2
Q86UK7-2	Q86UK7	ZNF598/HEL2 family	72553	ZNF598
Q86UK7-3	Q86UK7	ZNF598/HEL2 family	72554	ZNF598
Q86UK7-4	Q86UK7	ZNF598/HEL2 family	72555	ZNF598
Q86UN3-2	Q86UN3	Nogo receptor family	72556	RTN4RL2
Q86UN6-2	Q86UN6	Not available	72557	AKAP14
Q86UN6-3	Q86UN6	Not available	72558	AKAP14
Q86UP2-2	Q86UP2	Kinectin family	72560	KTN1
Q86UP2-4	Q86UP2	Kinectin family	72561	KTN1
Q86UP3-2	Q86UP3	Krueppel C2H2-type zinc-finger protein family	72562	ZFHX4
Q86UP3-3	Q86UP3	Krueppel C2H2-type zinc-finger protein family	72563	ZFHX4
Q86UP3-4	Q86UP3	Krueppel C2H2-type zinc-finger protein family	72564	ZFHX4
Q86UP3-5	Q86UP3	Krueppel C2H2-type zinc-finger protein family	72565	ZFHX4
Q86UP8-2	Q86UP8	TFII-I family	72566	GTF2IRD2
Q86UP8-3	Q86UP8	TFII-I family	72567	GTF2IRD2
Q86UP8-4	Q86UP8	TFII-I family	72568	GTF2IRD2
Q86UP8-5	Q86UP8	TFII-I family	72569	GTF2IRD2
Q86UP8-6	Q86UP8	TFII-I family	72570	GTF2IRD2
Q86UP9	Q86UP9	LHFP family	72571	LHFPL3
Q86UQ0-2	Q86UQ0	Krueppel C2H2-type zinc-finger protein family	72572	ZNF589
Q86UQ0-3	Q86UQ0	Krueppel C2H2-type zinc-finger protein family	72573	ZNF589
Q86UQ4-2	Q86UQ4	ABC transporter superfamily	72574	ABCA13
Q86UQ4-3	Q86UQ4	ABC transporter superfamily	72575	ABCA13
Q86UQ4-4	Q86UQ4	ABC transporter superfamily	72576	ABCA13
Q86UQ4-5	Q86UQ4	ABC transporter superfamily	72577	ABCA13
Q86UQ4-6	Q86UQ4	ABC transporter superfamily	72578	ABCA13
Q86UQ4-7	Q86UQ4	ABC transporter superfamily	72579	ABCA13
Q86UR1-3	Q86UR1	NCF2/NOXA1 family	72580	NOXA1
Q86US8-2	Q86US8	Not available	72582	SMG6
Q86US8-3	Q86US8	Not available	72583	SMG6
Q86UT5-4	Q86UT5	Not available	72584	NHERF4
Q86UT5-5	Q86UT5	Not available	72585	NHERF4
Q86UT6-2	Q86UT6	NLRP family	72586	NLRX1
Q86UU0-2	Q86UU0	BCL9 family	72587	BCL9L
Q86UU0-3	Q86UU0	BCL9 family	72588	BCL9L
Q86UU0-4	Q86UU0	BCL9 family	72589	BCL9L
Q86UU1-2	Q86UU1	Not available	72590	PHLDB1
Q86UU1-3	Q86UU1	Not available	72591	PHLDB1
Q86UU9-2	Q86UU9	Tachykinin family	72592	TAC4
Q86UU9-3	Q86UU9	Tachykinin family	72593	TAC4
Q86UU9-4	Q86UU9	Tachykinin family	72594	TAC4
Q86UU9-5	Q86UU9	Tachykinin family	72595	TAC4
Q86UV7	Q86UV7	TRIM/RBCC family	72596	TRIM73
Q86UW6-2	Q86UW6	Not available	72598	N4BP2
Q86UW7-2	Q86UW7	Not available	72599	CADPS2
Q86UW7-3	Q86UW7	Not available	72600	CADPS2
Q86UW9-2	Q86UW9	Deltex family	72601	DTX2
Q86UX2-2	Q86UX2	ITIH family	72602	ITIH5
Q86UX2-3	Q86UX2	ITIH family	72603	ITIH5
Q86UX2-4	Q86UX2	ITIH family	72604	ITIH5
Q86UX6-2	Q86UX6	Protein kinase superfamily, Ser/Thr protein kinase family	72605	STK32C
Q86UX7-2	Q86UX7	Kindlin family	72606	FERMT3
Q86UY5-2	Q86UY5	FAM83 family	72607	FAM83A
Q86UY5-3	Q86UY5	FAM83 family	72608	FAM83A
Q86UY6-3	Q86UY6	Acetyltransferase family, NAA40 subfamily	72609	NAA40
Q86UY6-4	Q86UY6	Acetyltransferase family, NAA40 subfamily	72610	NAA40
Q86UY8-2	Q86UY8	5'(3')-deoxyribonucleotidase family	72611	NT5DC3
Q86V15-2	Q86V15	Not available	72613	CASZ1
Q86V20-2	Q86V20	SHLD2 family	72614	SHLD2
Q86V21-2	Q86V21	ATP-dependent AMP-binding enzyme family	72615	AACS
Q86V21-3	Q86V21	ATP-dependent AMP-binding enzyme family	72616	AACS
Q86V25-2	Q86V25	Transglutaminase-like superfamily, Vasohibin family	72617	VASH2
Q86V25-3	Q86V25	Transglutaminase-like superfamily, Vasohibin family	72618	VASH2
Q86V25-4	Q86V25	Transglutaminase-like superfamily, Vasohibin family	72619	VASH2
Q86V25-5	Q86V25	Transglutaminase-like superfamily, Vasohibin family	72620	VASH2
Q86V25-6	Q86V25	Transglutaminase-like superfamily, Vasohibin family	72621	VASH2
Q86V40-2	Q86V40	TIKI family	72622	TRABD2A
Q86V85	Q86V85	Not available	72624	GPR180
Q86V88-2	Q86V88	HAD-like hydrolase superfamily	72625	MDP1
Q86V88-3	Q86V88	HAD-like hydrolase superfamily	72626	MDP1
Q86VB7-2	Q86VB7	Not available	72628	CD163
Q86VB7-3	Q86VB7	Not available	72629	CD163
Q86VB7-4	Q86VB7	Not available	72630	CD163
Q86VE9-2	Q86VE9	TDE1 family	72631	SERINC5
Q86VE9-3	Q86VE9	TDE1 family	72632	SERINC5
Q86VE9-4	Q86VE9	TDE1 family	72633	SERINC5
Q86VF2-2	Q86VF2	Not available	72634	IGFN1
Q86VF2-3	Q86VF2	Not available	72635	IGFN1
Q86VF2-4	Q86VF2	Not available	72636	IGFN1
Q86VF5-2	Q86VF5	Diacylglycerol acyltransferase family	72637	MOGAT3
Q86VK4-2	Q86VK4	Not available	72640	ZNF410
Q86VK4-4	Q86VK4	Not available	72641	ZNF410
Q86VK4-5	Q86VK4	Not available	72642	ZNF410
Q86VL8-2	Q86VL8	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	72644	SLC47A2
Q86VL8-3	Q86VL8	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	72645	SLC47A2
Q86VL8-4	Q86VL8	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	72646	SLC47A2
Q86VL8-5	Q86VL8	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	72647	SLC47A2
Q86VN1-2	Q86VN1	VPS36 family	72650	VPS36
Q86VP1-2	Q86VP1	Not available	72652	TAX1BP1
Q86VP1-3	Q86VP1	Not available	72653	TAX1BP1
Q86VP1-4	Q86VP1	Not available	72654	TAX1BP1
Q86VP3-2	Q86VP3	PACS family	72655	PACS2
Q86VP3-4	Q86VP3	PACS family	72656	PACS2
Q86VP6-2	Q86VP6	CAND family	72657	CAND1
Q86VP6-3	Q86VP6	CAND family	72658	CAND1
Q86VQ3-2	Q86VQ3	Not available	72659	TXNDC2
Q86VQ3-3	Q86VQ3	Not available	72660	TXNDC2
Q86VS3-2	Q86VS3	Not available	72662	IQCH
Q86VS3-3	Q86VS3	Not available	72663	IQCH
Q86VS3-4	Q86VS3	Not available	72664	IQCH
Q86VS3-5	Q86VS3	Not available	72665	IQCH
Q86VV8-2	Q86VV8	Rotatin family	72667	RTTN
Q86VV8-4	Q86VV8	Rotatin family	72668	RTTN
Q86VW1-2	Q86VW1	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	72669	SLC22A16
Q86VW1-3	Q86VW1	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	72670	SLC22A16
Q86VW2-2	Q86VW2	Not available	72671	ARHGEF25
Q86VW2-3	Q86VW2	Not available	72672	ARHGEF25
Q86VX9-2	Q86VX9	MON1/SAND family	72675	MON1A
Q86VX9-3	Q86VX9	MON1/SAND family	72676	MON1A
Q86VX9-4	Q86VX9	MON1/SAND family	72677	MON1A
Q86VX9-5	Q86VX9	MON1/SAND family	72678	MON1A
Q86VZ5-2	Q86VZ5	Sphingomyelin synthase family	72680	SGMS1
Q86VZ6-3	Q86VZ6	Not available	72681	JAZF1
Q86W11-3	Q86W11	Krueppel C2H2-type zinc-finger protein family	72682	ZSCAN30
Q86W28-2	Q86W28	NLRP family	72683	NLRP8
Q86W33-2	Q86W33	UPF0359 family	72684	TPRA1
Q86W33-3	Q86W33	UPF0359 family	72685	TPRA1
Q86W42-2	Q86W42	WD repeat THOC6 family	72686	THOC6
Q86W42-3	Q86W42	WD repeat THOC6 family	72687	THOC6
Q86W50-2	Q86W50	Methyltransferase superfamily, METTL16/RlmF family	72688	METTL16
Q86W56-2	Q86W56	Poly(ADP-ribose) glycohydrolase family	72691	PARG
Q86W56-3	Q86W56	Poly(ADP-ribose) glycohydrolase family	72692	PARG
Q86W56-4	Q86W56	Poly(ADP-ribose) glycohydrolase family	72693	PARG
Q86W56-5	Q86W56	Poly(ADP-ribose) glycohydrolase family	72694	PARG
Q86W92-2	Q86W92	Liprin family, Liprin-beta subfamily	72697	PPFIBP1
Q86W92-3	Q86W92	Liprin family, Liprin-beta subfamily	72698	PPFIBP1
Q86W92-4	Q86W92	Liprin family, Liprin-beta subfamily	72699	PPFIBP1
Q86W92-5	Q86W92	Liprin family, Liprin-beta subfamily	72700	PPFIBP1
Q86WA6-2	Q86WA6	AB hydrolase superfamily, Lipase family	72701	BPHL
Q86WA8-2	Q86WA8	Peptidase S16 family	72702	LONP2
Q86WB0-2	Q86WB0	Not available	72703	ZC3HC1
Q86WB0-3	Q86WB0	Not available	72704	ZC3HC1
Q86WD7-2	Q86WD7	Serpin family	72706	SERPINA9
Q86WD7-3	Q86WD7	Serpin family	72707	SERPINA9
Q86WD7-4	Q86WD7	Serpin family	72708	SERPINA9
Q86WD7-5	Q86WD7	Serpin family	72709	SERPINA9
Q86WD7-6	Q86WD7	Serpin family	72710	SERPINA9
Q86WD7-7	Q86WD7	Serpin family	72711	SERPINA9
Q86WG5-3	Q86WG5	Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily	72713	SBF2
Q86WI3-2	Q86WI3	NLRP family	72715	NLRC5
Q86WI3-3	Q86WI3	NLRP family	72716	NLRC5
Q86WI3-4	Q86WI3	NLRP family	72717	NLRC5
Q86WI3-5	Q86WI3	NLRP family	72718	NLRC5
Q86WI3-6	Q86WI3	NLRP family	72719	NLRC5
Q86WJ1-2	Q86WJ1	SNF2/RAD54 helicase family	72721	CHD1L
Q86WJ1-3	Q86WJ1	SNF2/RAD54 helicase family	72722	CHD1L
Q86WJ1-4	Q86WJ1	SNF2/RAD54 helicase family	72723	CHD1L
Q86WJ1-5	Q86WJ1	SNF2/RAD54 helicase family	72724	CHD1L
Q86WP2-2	Q86WP2	Vasculin family	72730	GPBP1
Q86WP2-3	Q86WP2	Vasculin family	72731	GPBP1
Q86WP2-4	Q86WP2	Vasculin family	72732	GPBP1
Q86WR7-2	Q86WR7	Not available	72733	PROSER2
Q86WT6-3	Q86WT6	TRIM/RBCC family	72734	TRIM69
Q86WT6-4	Q86WT6	TRIM/RBCC family	72735	TRIM69
Q86WV1-2	Q86WV1	SKAP family	72736	SKAP1
Q86WZ0	Q86WZ0	Not available	72740	HEATR4
Q86X10-2	Q86X10	Not available	72742	RALGAPB
Q86X10-3	Q86X10	Not available	72743	RALGAPB
Q86X10-4	Q86X10	Not available	72744	RALGAPB
Q86X24-2	Q86X24	Not available	72745	HORMAD1
Q86X24-3	Q86X24	Not available	72746	HORMAD1
Q86X24-4	Q86X24	Not available	72747	HORMAD1
Q86X24-5	Q86X24	Not available	72748	HORMAD1
Q86X27-2	Q86X27	Not available	72749	RALGPS2
Q86X27-3	Q86X27	Not available	72750	RALGPS2
Q86X29-2	Q86X29	Immunoglobulin superfamily, LISCH7 family	72751	LSR
Q86X29-3	Q86X29	Immunoglobulin superfamily, LISCH7 family	72752	LSR
Q86X29-4	Q86X29	Immunoglobulin superfamily, LISCH7 family	72753	LSR
Q86X29-5	Q86X29	Immunoglobulin superfamily, LISCH7 family	72754	LSR
Q86X29-6	Q86X29	Immunoglobulin superfamily, LISCH7 family	72755	LSR
Q86X40	Q86X40	Not available	72756	LRRC28
Q86X45-2	Q86X45	TilB family	72757	DNAAF11
Q86X53	Q86X53	Not available	72758	ERICH1
Q86X55-1	Q86X55	Class I-like SAM-binding methyltransferase superfamily, Protein arginine N-methyltransferase family	72759	CARM1
Q86X55-2	Q86X55	Class I-like SAM-binding methyltransferase superfamily, Protein arginine N-methyltransferase family	72760	CARM1
Q86X59	Q86X59	Not available	72761	LINC02875
Q86X60	Q86X60	FAM72 family	72762	FAM72B
Q86X67-2	Q86X67	Nudix hydrolase family	72763	NUDT13
Q86X67-3	Q86X67	Nudix hydrolase family	72764	NUDT13
Q86X67-4	Q86X67	Nudix hydrolase family	72765	NUDT13
Q86X76-2	Q86X76	Carbon-nitrogen hydrolase superfamily, NIT1/NIT2 family	72767	NIT1
Q86X76-3	Q86X76	Carbon-nitrogen hydrolase superfamily, NIT1/NIT2 family	72768	NIT1
Q86X76-4	Q86X76	Carbon-nitrogen hydrolase superfamily, NIT1/NIT2 family	72769	NIT1
Q86X76-5	Q86X76	Carbon-nitrogen hydrolase superfamily, NIT1/NIT2 family	72770	NIT1
Q86X95-2	Q86X95	Not available	72772	CIRSR
Q86XA0-2	Q86XA0	Methyltransferase superfamily, METTL23 family	72773	METTL23
Q86XA9-2	Q86XA9	HEATR5 family	72775	HEATR5A
Q86XA9-3	Q86XA9	HEATR5 family	72776	HEATR5A
Q86XD5-2	Q86XD5	FAM131 family	72778	FAM131B
Q86XE5-3	Q86XE5	DapA family	72780	HOGA1
Q86XH1-2	Q86XH1	AAA ATPase family, DRC11 subfamily	72781	DRC11
Q86XH1-5	Q86XH1	AAA ATPase family, DRC11 subfamily	72782	DRC11
Q86XI2-2	Q86XI2	Not available	72783	NCAPG2
Q86XI8	Q86XI8	Not available	72785	ZSWIM9
Q86XK2-2	Q86XK2	Not available	72786	FBXO11
Q86XK2-3	Q86XK2	Not available	72787	FBXO11
Q86XK2-4	Q86XK2	Not available	72788	FBXO11
Q86XK2-5	Q86XK2	Not available	72789	FBXO11
Q86XK2-6	Q86XK2	Not available	72790	FBXO11
Q86XK3-2	Q86XK3	SFR1/MEI5 family	72791	SFR1
Q86XK3-3	Q86XK3	SFR1/MEI5 family	72792	SFR1
Q86XL3-2	Q86XL3	ANKLE2 family	72794	ANKLE2
Q86XL3-3	Q86XL3	ANKLE2 family	72795	ANKLE2
Q86XN8-2	Q86XN8	Not available	72799	MEX3D
Q86XN8-3	Q86XN8	Not available	72800	MEX3D
Q86XP1-2	Q86XP1	Eukaryotic diacylglycerol kinase family	72801	DGKH
Q86XP1-3	Q86XP1	Eukaryotic diacylglycerol kinase family	72802	DGKH
Q86XP1-5	Q86XP1	Eukaryotic diacylglycerol kinase family	72803	DGKH
Q86XP3-2	Q86XP3	DEAD box helicase family, DDX42 subfamily	72804	DDX42
Q86XR2-2	Q86XR2	Niban family	72806	NIBAN3
Q86XR2-3	Q86XR2	Niban family	72807	NIBAN3
Q86XR2-4	Q86XR2	Niban family	72808	NIBAN3
Q86XR2-5	Q86XR2	Niban family	72809	NIBAN3
Q86XR2-6	Q86XR2	Niban family	72810	NIBAN3
Q86XR2-7	Q86XR2	Niban family	72811	NIBAN3
Q86XR8-2	Q86XR8	Translokin family	72812	CEP57
Q86XR8-4	Q86XR8	Translokin family	72813	CEP57
Q86XR8-5	Q86XR8	Translokin family	72814	CEP57
Q86XS8-2	Q86XS8	Not available	72815	RNF130
Q86XT4-2	Q86XT4	TRIM/RBCC family	72816	TRIM50
Q86XW9-2	Q86XW9	NDK family	72820	NME9
Q86XW9-3	Q86XW9	NDK family	72821	NME9
