species,tissue_type,cancer_type,cell_type,cell_name,marker,Symbol,Genename
Human,Prostate,Neuroendocrine prostate cancer,Cancer cell,Stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Prostate,Neuroendocrine prostate cancer,Cancer cell,Neuron,ENO2,ENO2,enolase 2
Human,Prostate,Neuroendocrine prostate cancer,Cancer cell,Neuron,BRN2,POU3F2,POU class 3 homeobox 2
Human,Prostate,Neuroendocrine prostate cancer,Cancer cell,Neuron,CHGA,CHGA,chromogranin A
Human,Prostate,Neuroendocrine prostate cancer,Cancer cell,Neuron,SYP,SYP,synaptophysin
Human,Prostate,Prostate Cancer,Cancer cell,Stem cell,CD133,PROM1,prominin 1
Human,Prostate,Prostate Cancer,Cancer cell,Stem cell,CD49f,ITGA6,integrin subunit alpha 6
Human,Prostate,Colorectal cancer,Cancer cell,Stem cell,CD133,PROM1,prominin 1
Human,Prostate,Colorectal cancer,Cancer cell,Stem cell,Lgr5,,
Human,Prostate,Prostate cancer,Cancer cell,Luminal cell,KRT18,KRT18,keratin 18
Human,Prostate,Prostate cancer,Cancer cell,Basal cell,KRT5,KRT5,keratin 5
Human,Prostate,Prostate cancer,Cancer cell,Luminal cell,AR,AR,aldo-keto reductase family 1 member B
Human,Prostate,Prostate cancer,Cancer cell,Basal cell,TP63,TP63,tumor protein p63
Human,Prostate,Prostate cancer,Cancer cell,Luminal cell,KRT8,KRT8,keratin 8
Human,Prostate,Normal,Normal cell,T cell,CD8,CD8A,CD8a molecule
Human,Prostate,Normal,Normal cell,T cell,CD3,,
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,α2β1hi,,
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD133,PROM1,prominin 1
Human,Prostate,Normal,Cancer cell,Stem cell,CDK12,CDK12,cyclin dependent kinase 12
Human,Prostate,Normal,Normal cell,Immune cell,CD8B,CD8B,CD8b molecule
Human,Prostate,Normal,Normal cell,Immune cell,CD274,CD274,CD274 molecule
Human,Prostate,Normal,Normal cell,Immune cell,CD8A,CD8A,CD8a molecule
Human,Prostate,Normal,Normal cell,Immune cell,PDCD1LG2,PDCD1LG2,programmed cell death 1 ligand 2
Human,Prostate,Normal,Normal cell,Immune cell,PDCD1,PDCD1,programmed cell death 1
Mouse,Prostate,Normal,Normal cell,Smaller luminal cell,PSCA,,
Mouse,Prostate,Normal,Normal cell,Macrophage,IBA1,,
Mouse,Prostate,Normal,Normal cell,Basal cell,TP63,,
Mouse,Prostate,Normal,Normal cell,Smaller luminal cell,KRT4,,
Mouse,Prostate,Normal,Normal cell,Macrophage,CD14,,
Mouse,Prostate,Normal,Normal cell,Persistent luminal cell,CD24,,
Mouse,Prostate,Normal,Normal cell,Lymphatic endothelial cell,CD31,,
Mouse,Prostate,Normal,Normal cell,Monocyte,IBA1,,
Mouse,Prostate,Normal,Normal cell,Endothelial cell,CD31,,
Mouse,Prostate,Normal,Normal cell,Stem cell,Psca,Psca,prostate stem cell antigen
Mouse,Prostate,Normal,Normal cell,Basal cell,KRT5,,
Mouse,Prostate,Normal,Normal cell,Monocyte,CD14,,
Mouse,Prostate,Normal,Normal cell,Glial cell,Sox10,Sox10,SRY (sex determining region Y)-box 10
Mouse,Prostate,Normal,Normal cell,Lymphatic endothelial cell,Prox1,Prox1,nitrogen permease regulator-like 3
Mouse,Prostate,Normal,Normal cell,Stem cell,Ly6a,Ly6a,"lymphocyte antigen 6 complex, locus A"
Mouse,Prostate,Normal,Normal cell,Dendritic cell,Xcr1,Xcr1,chemokine (C motif) receptor 1
Mouse,Prostate,Normal,Normal cell,Club cell (Clara cell),Scgb1a1,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin)"
Mouse,Prostate,Normal,Normal cell,Luminal cell,CD24a,,
Mouse,Prostate,Normal,Normal cell,Basal cell,Ck5,,
Mouse,Prostate,Normal,Normal cell,Stem cell,Trop2,,
Mouse,Prostate,Normal,Normal cell,Proliferative cell,Ki67,Mki67,antigen identified by monoclonal antibody Ki 67
Mouse,Prostate,Normal,Normal cell,Epithelial cell,Epcam,Epcam,epithelial cell adhesion molecule
Mouse,Prostate,Normal,Normal cell,Luminal cell,Krt18,Krt18,keratin 18
Mouse,Prostate,Normal,Normal cell,Luminal cell,Krt8,Krt8,keratin 8
Human,Prostate,Normal,Normal cell,CD8+ T cell,CD3,,
Human,Prostate,Normal,Normal cell,CD8+ T cell,GZMB,GZMB,granzyme B
Human,Prostate,Normal,Normal cell,B cell,CD20,MS4A1,membrane spanning 4-domains A1
Human,Prostate,Normal,Normal cell,CD8+ T cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Prostate,Normal,Normal cell,CD8+ T cell,CD8,CD8A,CD8a molecule
Human,Prostate,Normal,Normal cell,Regulatory T(Treg) cell,FOXP3,FOXP3,forkhead box P3
Human,Prostate,Prostate Cancer,Cancer cell,Plasma cell,ADT,,
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,WFDC2,WFDC2,WAP four-disulfide core domain 2
Mouse,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,CK,Chka,choline kinase alpha
Mouse,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,EpCAM,,
Mouse,Prostate,Prostate Cancer,Cancer cell,Stem cell,CD133,Prom1,prominin 1
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,AMACR,AMACR,alpha-methylacyl-CoA racemase
Mouse,Prostate,Normal,Normal cell,Distal cell,Msmb,Msmb,beta-microseminoprotein
Mouse,Prostate,Normal,Normal cell,Distal cell,Tgm4,Tgm4,transglutaminase 4 (prostate)
Mouse,Prostate,Normal,Normal cell,Proximal cell,Ppp1r1b,Ppp1r1b,"protein phosphatase 1, regulatory inhibitor subunit 1B"
Mouse,Prostate,Normal,Normal cell,Proximal luminal cell,RUNX1,,
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD133,PROM1,prominin 1
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CK8,KRT8,keratin 8
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,α2β1 Integrin,,
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CK5,KRT5,keratin 5
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD40,CD40,CD40 molecule
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,ABCG2,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group)
Human,Prostate,Prostate Cancer,Cancer cell,GrB+ Regulatory B cell,IgM,,
Human,Prostate,Prostate Cancer,Cancer cell,GrB+ Regulatory B cell,CD19,CD19,CD19 molecule
Human,Prostate,Prostate Cancer,Cancer cell,GrB+ Regulatory B cell,CD1d,,
Human,Prostate,Prostate Cancer,Cancer cell,GrB+ Regulatory B cell,CD147,BSG,basigin (Ok blood group)
Human,Prostate,Prostate Cancer,Cancer cell,GrB+ Regulatory B cell,CD38,CD38,CD38 molecule
Mouse,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,Trop2,,
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,FRMD6,FRMD6,FERM domain containing 6
Human,Prostate,Prostate Cancer,Cancer cell,Cancer-associated fibroblast,THY1,THY1,Thy-1 cell surface antigen
Human,Prostate,Prostate Cancer,Cancer cell,Endothelial cell,PECAM1,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Prostate,Prostate Cancer,Cancer cell,Plasma cell,CD138,SDC1,syndecan 1
Human,Prostate,Prostate Cancer,Cancer cell,Plasma cell,syndecan-1,,
Human,Prostate,Prostate Cancer,Cancer cell,T cell,CD3E,CD3E,CD3e molecule
Human,Prostate,Prostate Cancer,Cancer cell,B cell,MS4A1,MS4A1,membrane spanning 4-domains A1
Human,Prostate,Prostate Cancer,Cancer cell,Macrophage,CD163,CD163,CD163 molecule
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,N-cadherin,,
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,Zeb1,,
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,EpCAM,,
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,E-cadherin,,
Human,Prostate,Prostate Cancer,Cancer cell,Stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Prostate,Prostate Cancer,Cancer cell,Stem cell,CD49b,,
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,Vimentin,,
Human,Prostate,Prostate Cancer,Cancer cell,Mesenchymal cell,N-cadherin,,
Human,Prostate,Prostate Cancer,Cancer cell,Stem cell,CXCR4,CXCR4,C-X-C motif chemokine receptor 4
Human,Prostate,Prostate Cancer,Cancer cell,Mesenchymal cell,E-cadherin,,
Human,Prostate,Prostate Cancer,Cancer cell,Stem cell,Nanog,,
Human,Prostate,Prostate Cancer,Cancer cell,Mesenchymal cell,Vimentin,,
Human,Prostate,Prostate Cancer,Cancer cell,Mesenchymal cell,Zeb1,,
Human,Prostate,Prostate Cancer,Cancer cell,Mesenchymal cell,EpCAM,,
Mouse,Prostate,Prostate Cancer,Cancer cell,T cell,CD3,Cd3e,"CD3 antigen, epsilon polypeptide"
Human,Prostate,Prostate Cancer,Cancer cell,Dendritic cell,CD11c,,
Human,Prostate,Prostate Cancer,Cancer cell,Progenitor cell,PD-1,PDCD1,programmed cell death 1
Human,Prostate,Prostate Cancer,Cancer cell,Progenitor cell,CD8,CD8A,CD8a molecule
Human,Prostate,Prostate Cancer,Cancer cell,Progenitor cell,TCF1,HNF1A,HNF1 homeobox A
Human,Basilar membrane,Normal,Normal cell,Epithelial cell,KRT5,KRT5,keratin 5
Human,Prostate,Normal,Normal cell,Smooth muscle cell,DES,DES,desmin
Mouse,Urethra,Normal,Normal cell,Fibroblast,Lgr5,Lgr5,leucine rich repeat containing G protein coupled receptor 5
Human,Epithelium,Normal,Normal cell,Fibroblast,APOD,APOD,apolipoprotein D
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,LEF1,LEF1,lymphoid enhancer binding factor 1
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,FAM65B,RIPOR2,RHO family interacting cell polarization regulator 2
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,MFI2,MELTF,melanotransferrin
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD166,ALCAM,activated leukocyte cell adhesion molecule
Human,Prostate,Prostate Cancer,Cancer cell,Cancer stem cell,CD133,PROM1,prominin 1
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,EGFR,EGFR,epidermal growth factor receptor
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,ATAD2,ATAD2,ATPase family AAA domain containing 2
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,PFKFB4,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,PIAS2,PIAS2,protein inhibitor of activated STAT 2
Human,Prostate,Prostate Cancer,Cancer cell,Cancer cell,UBE2T,UBE2T,ubiquitin conjugating enzyme E2 T
Mouse,Prostate,Normal,Normal cell,Proximal luminal cell,Ly6a,Ly6a,"lymphocyte antigen 6 complex, locus A"
Mouse,Prostate,Normal,Normal cell,Distal luminal cell,Nkx3.1,,
Mouse,Prostate,Normal,Normal cell,Proximal luminal cell,Tacstd2,Tacstd2,tumor-associated calcium signal transducer 2
Mouse,Prostate,Normal,Normal cell,Proximal luminal cell,Sca-1,Ly6a,"lymphocyte antigen 6 complex, locus A"
Mouse,Prostate,Normal,Normal cell,Proximal luminal cell,Trop2,,
Mouse,Prostate,Normal,Normal cell,Proximal luminal cell,Psca,Psca,prostate stem cell antigen
Human,Epidermis,Prostate Cancer,Cancer cell,Epithelial cell,AR,AR,aldo-keto reductase family 1 member B
Human,Epidermis,Prostate Cancer,Cancer cell,Cancer cell,PTEN,PTEN,phosphatase and tensin homolog
Human,Epidermis,Prostate Cancer,Cancer cell,Cancer cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Epidermis,Prostate Cancer,Cancer cell,Cancer cell,C-MYC,,
Human,Epidermis,Prostate Cancer,Cancer cell,Cancer cell,CDH1,CDH1,fizzy and cell division cycle 20 related 1
Human,Epidermis,Prostate Cancer,Cancer cell,Epithelial cell,TMPRSS2,TMPRSS2,transmembrane serine protease 2
Human,Epidermis,Prostate Cancer,Cancer cell,Neuroendocrine cell,Chromogranin A,,
Human,Epidermis,Prostate Cancer,Cancer cell,Cancer cell,AMACR,AMACR,alpha-methylacyl-CoA racemase
Human,Epidermis,Prostate Cancer,Cancer cell,Epithelial cell,NKX3.1,NKX3-1,NK3 homeobox 1
Human,Epidermis,Prostate Cancer,Cancer cell,Basal cell,KRT14,KRT14,keratin 14
Human,Epidermis,Prostate Cancer,Cancer cell,Luminal cell,KRT8,KRT8,keratin 8
Human,Epidermis,Prostate Cancer,Cancer cell,Basal cell,KRT5,KRT5,keratin 5
Mouse,Prostate,Prostate Cancer,Cancer cell,Stem cell,KLF4,,
Mouse,Prostate,Prostate Cancer,Cancer cell,Stem cell,MYC,Nol3,nucleolar protein 3 (apoptosis repressor with CARD domain)
Mouse,Prostate,Prostate Cancer,Cancer cell,Stem cell,4.Oct,Pou5f1,"POU domain, class 5, transcription factor 1"
Human,Prostate,Normal,Normal cell,Macrophage,MAC1,,
Human,Prostate,Normal,Normal cell,Macrophage,MAC2,LGALS3,galectin 3
Human,Prostate,Prostate Cancer,Cancer cell,Myeloid cell,IL1B,IL1B,interleukin 1 beta
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,KLK2,KLK2,kallikrein related peptidase 2
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,ACPP,ACP3,acid phosphatase 3
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,NKX31,,
Human,Prostate,Prostate Cancer,Cancer cell,Myeloid cell,APOE,APOE,apolipoprotein E
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,NKX31,,
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,MSMB,MSMB,microseminoprotein beta
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,MSMB,MSMB,microseminoprotein beta
Human,Prostate,Prostate Cancer,Cancer cell,Myeloid cell,LYZ,LYZ,lysozyme
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,KLK3,KLK3,kallikrein B1
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,KLK3,KLK3,kallikrein B1
Human,Prostate,Prostate Cancer,Cancer cell,Luminal epithelial cell,KLK2,KLK2,kallikrein related peptidase 2
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Krt8,Krt8,keratin 8
Mouse,Prostate,Castration-resistant prostate cancer,Cancer cell,Luminal cell,Nkx3.1,,
Mouse,Prostate,Castration-resistant prostate cancer,Cancer cell,Luminal cell,Bmi1,Bmi1,Bmi1 polycomb ring finger oncogene
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Clu,Clu,clusterin
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Atp1b1,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide"
Human,Prostate,Castration-resistant prostate cancer,Cancer cell,Stem cell,ALDH1,ALDH1A1,aldehyde dehydrogenase 1 family member A1
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Tspan8,Tspan8,tetraspanin 8
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Cbr2,Cbr2,carbonyl reductase 2
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Krt19,Krt19,keratin 19
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Gsta4,Gsta4,"glutathione S-transferase, alpha 4"
Human,Prostate,Prostate Cancer,Cancer cell,Basal cell,SCA-1,CASP3,caspase 3
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Wfdc2,Wfdc2,WAP four-disulfide core domain 2
Human,Prostate,Castration-resistant prostate cancer,Cancer cell,Stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Anxa3,Anxa3,annexin A3
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Cyp2f2,Cyp2f2,"cytochrome P450, family 2, subfamily f, polypeptide 2"
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Psca,Psca,prostate stem cell antigen
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,S100a11,S100a11,S100 calcium binding protein A11
Human,Prostate,Prostate Cancer,Cancer cell,Basal cell,CD49f,ITGA6,integrin subunit alpha 6
Human,Prostate,Prostate Cancer,Cancer cell,Basal cell,TROP2,TACSTD2,tumor associated calcium signal transducer 2
Human,Prostate,Castration-resistant prostate cancer,Cancer cell,Stem cell,NANOG,NANOG,Nanog homeobox
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Ppp1r1b,Ppp1r1b,"protein phosphatase 1, regulatory inhibitor subunit 1B"
Mouse,Prostate,Prostate Cancer,Cancer cell,Luminal progenitor cell,Klf5,Klf5,Kruppel-like factor 5
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,KRT5,KRT5,keratin 5
Human,Prostate,Prostate Cancer,Cancer cell,Basal cell,KRT15,KRT15,keratin 15
Human,Prostate,Prostate Cancer,Cancer cell,Macrophage,APOE,APOE,apolipoprotein E
Human,Prostate,Prostate Cancer,Cancer cell,Natural killer cell,KLRD1,KLRD1,killer cell lectin like receptor D1
Human,Prostate,Prostate Cancer,Cancer cell,Macrophage,C1QA,C1QA,complement C1q A chain
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,MYH11,MYH11,myosin heavy chain 11
Human,Prostate,Prostate Cancer,Cancer cell,Basal cell,TP63,TP63,tumor protein p63
Human,Prostate,Prostate Cancer,Cancer cell,Neutrophil,CD55,CD55,CD55 molecule (Cromer blood group)
Human,Prostate,Prostate Cancer,Cancer cell,Natural killer cell,KLRF1,KLRF1,killer cell lectin like receptor F1
Human,Prostate,Prostate Cancer,Cancer cell,Natural killer cell,KLRK1,KLRK1,killer cell lectin like receptor K1
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,KRT8,KRT8,keratin 8
Human,Prostate,Prostate Cancer,Cancer cell,Macrophage,C1QB,C1QB,complement C1q B chain
Human,Prostate,Prostate Cancer,Cancer cell,Basal cell,KRT5,KRT5,keratin 5
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,CDH1,CDH1,fizzy and cell division cycle 20 related 1
Human,Prostate,Prostate Cancer,Cancer cell,B cell,CD79A,CD79A,CD79a molecule
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,GJA4,GJA4,gap junction protein alpha 4
Human,Prostate,Prostate Cancer,Cancer cell,Natural killer cell,KLRC1,KLRC1,killer cell lectin like receptor C1
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,RSPO3,RSPO3,R-spondin 3
Human,Prostate,Prostate Cancer,Cancer cell,Endothelial cell,CDH5,CDH5,cadherin 5
Human,Prostate,Prostate Cancer,Cancer cell,B cell,BLNK,BLNK,B cell linker
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,TNFAIP6,TNFAIP6,TNF alpha induced protein 6
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,MT1A,MT1A,metallothionein 1A
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,PTGDS,PTGDS,prostaglandin D2 synthase
Human,Prostate,Prostate Cancer,Cancer cell,Natural killer cell,"KLRB1,",,
Human,Prostate,Prostate Cancer,Cancer cell,B cell,CD19,CD19,CD19 molecule
Human,Prostate,Prostate Cancer,Cancer cell,Epithelial cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,APOD,APOD,apolipoprotein D
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,FBLN1,FBLN1,fibulin 1
Human,Prostate,Prostate Cancer,Cancer cell,Neutrophil,PCGR2A,,
Human,Prostate,Prostate Cancer,Cancer cell,B cell,CD79B,CD79B,CD79b molecule
Human,Prostate,Prostate Cancer,Cancer cell,Natural killer cell,NCAM1,NCAM1,neural cell adhesion molecule 1
Human,Prostate,Prostate Cancer,Cancer cell,T cell,CD3D,CD3D,CD3d molecule
Human,Prostate,Prostate Cancer,Cancer cell,T cell,CD3G,CD3G,TCR gamma alternate reading frame protein
Human,Prostate,Prostate Cancer,Cancer cell,Endothelial cell,ENG,ENG,endoglin
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,DCN,DCN,decorin
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,RGS5,RGS5,regulator of G protein signaling 5
Human,Prostate,Prostate Cancer,Cancer cell,B cell,MS4A1,MS4A1,membrane spanning 4-domains A1
Human,Prostate,Prostate Cancer,Cancer cell,T cell,CD3E,CD3E,CD3e molecule
Human,Prostate,Prostate Cancer,Cancer cell,Endothelial cell,SELE,SELE,selectin E
Human,Prostate,Prostate Cancer,Cancer cell,Fibroblast,FGF2,FGF2,fibroblast growth factor 13
Human,Prostate,Prostate Cancer,Cancer cell,T cell,CD2,CD2,CD2 molecule
Human,Prostate,Prostate Cancer,Cancer cell,Endothelial cell,PECAM1,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Prostate,Prostate Cancer,Cancer cell,Endothelial cell,VWF,VWF,von Willebrand factor
Human,Prostate,Prostate Cancer,Cancer cell,Leukocyte,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Mouse,Prostate,Normal,Normal cell,T cell,CD8,,
Mouse,Prostate,Normal,Normal cell,T cell,CD3,Cd3e,"CD3 antigen, epsilon polypeptide"
Mouse,Prostate,Normal,Normal cell,Macrophage,CD11b,,
Mouse,Prostate,Normal,Normal cell,T cell,CD4,,
Mouse,Prostate,Normal,Normal cell,B cell,CD19,,
Mouse,Pylorus,Intestinal cancer,Cancer cell,Pyloric cell,A4GNT,,
Mouse,Pylorus,Intestinal cancer,Cancer cell,Stem cell,Lgr5,Lgr5,leucine rich repeat containing G protein coupled receptor 5
